note-ECOJP1-429-E01,species-4480,出現時期,年1化、7~8月に出現。小笠原諸島では3月に得られている。,日本産蛾類標準図鑑1,,
note-ECOJP1-430-E01,species-4481,出現時期,年1~2化、夏期に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-431,species-4482,生態情報,山地に生息する。,日本産蛾類標準図鑑1,,
note-ECOJP1-431-E01,species-4482,出現時期,年1化、6月から8月頃に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-432,species-4483,生態情報,暖地、平地に普通。,日本産蛾類標準図鑑1,,
note-ECOJP1-432-E01,species-4483,出現時期,年1化、夏期に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-433-E01,species-4484,出現時期,年1化、夏期に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-434,species-4485,生態情報,未明に灯火に飛来する。,日本産蛾類標準図鑑1,,
note-ECOJP1-434-E01,species-4485,出現時期,年2化、5~8月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-435,species-4486,生態情報,明け方に灯火に飛来するが、♀は得難い。,日本産蛾類標準図鑑1,,
note-ECOJP1-435-E01,species-4486,出現時期,年1化、7~8月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-436,species-4487,生態情報,趨光性が弱いようで灯火にあまり飛来しない。日中、マツの幹に静止しているのがよく発見される。,日本産蛾類標準図鑑1,,
note-ECOJP1-436-E01,species-4487,出現時期,年2化、5~6月、8~9月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-437,species-4488,生態情報,日本産スズメガの中で最稀種の1つとして知られている。,日本産蛾類標準図鑑1,,
note-ECOJP1-437-E01,species-4488,出現時期,年1化、7~8月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-438,species-4489,生態情報,山地に普通。,日本産蛾類標準図鑑1,,
note-ECOJP1-438-E01,species-4489,出現時期,年1化と思われる。5月から8月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-439,species-4490,生態情報,低地、平地に普通に産し、都市部でもよく見られる。,日本産蛾類標準図鑑1,,
note-ECOJP1-439-E01,species-4490,出現時期,年2~3化、4月から9月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-440,species-4491,生態情報,山地に多い。,日本産蛾類標準図鑑1,,
note-ECOJP1-440-E01,species-4491,出現時期,年2~3化、4月から9月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-441-E01,species-4492,出現時期,3月から9月に記録がある。年2~3化と思われる。,日本産蛾類標準図鑑1,,
note-ECOJP1-442-E01,species-20471,出現時期,3~9月に記録がある。年2化と思われるが、北海道では1化。,日本産蛾類標準図鑑1,,
note-ECOJP1-443-E01,species-4494,出現時期,本州低地では年2化。5~6月と7~8月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-443-E02,species-4494,出現時期,山地では7~8月に出現し年1化と思われるが。,日本産蛾類標準図鑑1,,
note-ECOJP1-444,species-4495,生態情報,平地、山地に普通。,日本産蛾類標準図鑑1,,
note-ECOJP1-444-E01,species-4495,出現時期,年2化、5~7月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-445-E01,species-4496,出現時期,年1化、5~8月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-446,species-4497,生態情報,幼虫越冬で翌春蛹化する。平地、山地に普通。,日本産蛾類標準図鑑1,,
note-ECOJP1-446-E01,species-4497,出現時期,年1化、6~8月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-447,species-4498,生態情報,くわしい化性は不明。,日本産蛾類標準図鑑1,,
note-ECOJP1-447-E01,species-4498,出現時期,4~8月に得られている。,日本産蛾類標準図鑑1,,
note-ECOJP1-448-E01,species-4499,出現時期,年2化、5~8月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-449-E01,species-4500,出現時期,5~7月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-450,species-4501,生態情報,山地や寒冷地に多い。,日本産蛾類標準図鑑1,,
note-ECOJP1-450-E01,species-4501,出現時期,年1化、6~7月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-451,species-4502,生態情報,平地、低山地に普通に産する。,日本産蛾類標準図鑑1,,
note-ECOJP1-451-E01,species-4502,出現時期,年1化、6~7月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-452,species-4503,生態情報,幼虫、蛹、成虫ともに発音する。,日本産蛾類標準図鑑1,,
note-ECOJP1-452-E01,species-4503,出現時期,年1化、3~4月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-453,species-4504,生態情報,南西諸島では多化性の可能性がある。,日本産蛾類標準図鑑1,,
note-ECOJP1-453-E01,species-4504,出現時期,年2化、6~9月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-454-E01,species-4505,出現時期,年1化、6~7月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-455,species-4506,生態情報,平地では年2化。山地では年1化。未明に灯火に飛来する。,日本産蛾類標準図鑑1,,
note-ECOJP1-455-E01,species-4506,出現時期,6~8月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-456-E01,species-4507,出現時期,年1化、6~8月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-457-E01,species-4508,出現時期,年2化、5~9月に出現する。北海道では年1化。,日本産蛾類標準図鑑1,,
note-ECOJP1-458-E01,species-4509,出現時期,年2化、5~9月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-459,species-4510,生態情報,山地や寒冷地に生息する。,日本産蛾類標準図鑑1,,
note-ECOJP1-459-E01,species-4510,出現時期,年1化、6~7月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-460-E01,species-4511,出現時期,年1化、5~7月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-461,species-4512,生態情報,昼行性で吸蜜のため訪花する。,日本産蛾類標準図鑑1,,
note-ECOJP1-461-E01,species-4512,出現時期,年2化、6~9月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-462,species-4513,生態情報,昼行性。,日本産蛾類標準図鑑1,,
note-ECOJP1-462-E01,species-4513,出現時期,先島諸島では4月上旬から、九州では5~8月に出現する。おそらく年2化。,日本産蛾類標準図鑑1,,
note-ECOJP1-463,species-4514,生態情報,昼行性。過去全国各地で記録があったが、近年は減少している。,日本産蛾類標準図鑑1,,
note-ECOJP1-463-E01,species-4514,出現時期,年2化、5~9月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-464,species-4515,生態情報,昼行性。,日本産蛾類標準図鑑1,,
note-ECOJP1-464-E01,species-4515,出現時期,年2化、5~8月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-465-E01,species-4516,出現時期,多化、5~11月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-466,species-4517,生態情報,1971年に四国での1♀の採集記録があるだけで、偶産と思われる。,日本産蛾類標準図鑑1,,
note-ECOJP1-466-E01,species-4517,出現時期,国外では多化性で5~11月に得られる。,日本産蛾類標準図鑑1,,
note-ECOJP1-467-E01,species-4518,出現時期,年1化、6~8月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-468-E01,species-4519,出現時期,年1化、6~8月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-469,species-4520,生態情報,暖地に普通に産する。山地や寒冷地では土着していないと推定される。,日本産蛾類標準図鑑1,,
note-ECOJP1-469-E01,species-4520,出現時期,年1化、6~8月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-470-E01,species-4521,出現時期,年2化、6~7月と8~10月に出現する。昼に飛翔するが、夜間灯火にも飛来する。成虫越冬する。,日本産蛾類標準図鑑1,,
note-ECOJP1-471-E01,species-4522,出現時期,8~9月に採集されている。夕刻飛翔することが多い。,日本産蛾類標準図鑑1,,
note-ECOJP1-472-E01,species-4523,出現時期,年2化、7~10月に出現する。成虫で越冬する。,日本産蛾類標準図鑑1,,
note-ECOJP1-473-E01,species-4524,出現時期,5~10月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-474,species-4525,生態情報,灯火にもよく飛来する。,日本産蛾類標準図鑑1,,
note-ECOJP1-474-E01,species-4525,出現時期,本州中部では年2化、6~10月に出現する。成虫越冬。,日本産蛾類標準図鑑1,,
note-ECOJP1-475,species-4526,生態情報,南西諸島のものは昼行性だが、九州、大隅諸島から記録されているものは灯火に飛来している。,日本産蛾類標準図鑑1,,
note-ECOJP1-475-E01,species-4526,出現時期,7~10月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-476,species-20464,生態情報,夕刻に花に吸密に訪れるが、灯火に飛来することがある。まれな種である。,日本産蛾類標準図鑑1,,
note-ECOJP1-476-E01,species-20464,出現時期,7~10月に採集されている。,日本産蛾類標準図鑑1,,
note-ECOJP1-477-E01,species-4527,出現時期,7~10月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-478,species-4528,生態情報,くわしい化性は不明。,日本産蛾類標準図鑑1,,
note-ECOJP1-478-E01,species-4528,出現時期,3~10月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-479,species-4529,生態情報,くわしい化性は不明。未明に灯火に飛来することがある。,日本産蛾類標準図鑑1,,
note-ECOJP1-479-E01,species-4529,出現時期,3~10月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-480,species-4530,生態情報,くわしい化性は不明。,日本産蛾類標準図鑑1,,
note-ECOJP1-480-E01,species-4530,出現時期,7~9月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-481,species-4531,生態情報,得られた個体数は非常に少ないことから土着かどうかは疑問である。,日本産蛾類標準図鑑1,,
note-ECOJP1-481-E01,species-4531,出現時期,7~9月に採集されている。,日本産蛾類標準図鑑1,,
note-ECOJP1-482,species-4532,生態情報,日本産本属中最普通種。,日本産蛾類標準図鑑1,,
note-ECOJP1-482-E01,species-4532,出現時期,年2~3化、7~11月に出現する。本種は飛翔分散をする性質があり、南方定点観測船上でも採集されている。,日本産蛾類標準図鑑1,,
note-ECOJP1-483-E01,species-4533,出現時期,4~11月に出現する。本種は成虫越冬のため、越冬後の個体が4~6月、灯火に飛来する。,日本産蛾類標準図鑑1,,
note-ECOJP1-484-E01,species-4534,出現時期,8~9月に採集されているが少ない。,日本産蛾類標準図鑑1,,
note-ECOJP1-485,species-4535,生態情報,高原に産し、成虫は得にくいか。幼虫採集は容易である。,日本産蛾類標準図鑑1,,
note-ECOJP1-485-E01,species-4535,出現時期,年1化、6~8月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-486-E01,species-4536,出現時期,7~9月に採集されている。,日本産蛾類標準図鑑1,,
note-ECOJP1-487-E01,species-4537,出現時期,年2化、4~9月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-488,species-4538,生態情報,産地は極限され、火山性草原や河川敷などで見られる。,日本産蛾類標準図鑑1,,
note-ECOJP1-488-E01,species-4538,出現時期,年1化、6~9月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-489,species-4539,生態情報,1980年代に南西諸島に分布を広げたものと思われるが、2010年現在では市街地においても見られる。,日本産蛾類標準図鑑1,,
note-ECOJP1-489-E01,species-4539,出現時期,4~10月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-490,species-4540,生態情報,沖縄島で採集された1例しか記録がなく、偶産と考えられる。,日本産蛾類標準図鑑1,,
note-ECOJP1-490-E01,species-4540,出現時期,国外では7月に得られている。,日本産蛾類標準図鑑1,,
note-ECOJP1-491-E01,species-4541,出現時期,西表島で3月に採集された個体のみが知られる。,日本産蛾類標準図鑑1,,
note-ECOJP1-492-E01,species-4542,出現時期,3月から11月に採集されている。,日本産蛾類標準図鑑1,,
note-ECOJP1-493-E01,species-4543,出現時期,4月から11月に採集されている。,日本産蛾類標準図鑑1,,
note-ECOJP1-494-E01,species-4544,出現時期,5月から10月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-495-E01,species-4545,出現時期,5月から10月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-496,species-4546,生態情報,平地、低地に普通である。,日本産蛾類標準図鑑1,,
note-ECOJP1-496-E01,species-4546,出現時期,年2化、5月から10月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-497,species-4547,生態情報,各地に普通である。,日本産蛾類標準図鑑1,,
note-ECOJP1-497-E01,species-4547,出現時期,年2化、5月から10月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-498,species-4548,生態情報,各地に普通である。,日本産蛾類標準図鑑1,,
note-ECOJP1-498-E01,species-4548,出現時期,年2化、5月から9月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-499-E01,species-4549,出現時期,中国南部では5月から10月に採集されている。,日本産蛾類標準図鑑1,,
note-ECOJP1-500-E01,species-4550,出現時期,5月から10月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-501-E01,species-4551,出現時期,3月から10月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-502-E01,species-4552,出現時期,年2化、5月から9月に出現する。,日本産蛾類標準図鑑1,,
note-ECOJP1-503-E01,species-4553,出現時期,6月から9月に出現する。,日本産蛾類標準図鑑1,,
note-HA202511060459-001,species-6061,生態情報,本属の他種とは異なり単食性〜狭食性で しかも樹木ではなく草本につく点で特異,日本産蛾類標準図鑑2,,
note-HA202511060459-002,species-6062,生態情報,やがて雄花とともに地面へ落下し その枯れた部分を食べて成長するという,日本産蛾類標準図鑑2,,note-HA202511061640-001
note-MIG-001,species-3751,生態情報,非常に多くの植物につく広食性。特に好む植物は見受けられない。,日本の冬尺蛾,,
note-MIG-002,species-4253,生態情報,広食性。,日本の冬尺蛾,,
note-MIG-004,species-6018,生態情報,広食性。,日本の冬夜蛾,,
note-MIG-005,species-6020,生態情報,広食性。,日本の冬夜蛾,,
note-MIG-006,species-6119,生態情報,広食性。,日本の冬夜蛾,,
note-MIG-007,species-6127,生態情報,広葉樹広食性。,日本の冬夜蛾,,
note-MIG-008,species-20439,生態情報,広食性。,日本の冬夜蛾,,
note-MIG-009,species-20440,生態情報,ヨーロッパでは広食性。,日本の冬夜蛾,,
note-MIG-202511071343-003,species-6019,生態情報,広食性。,日本の冬夜蛾,,
note-MIG2-001,species-3744,生態情報,広食性。サクラ類によく見られる。,日本の冬尺蛾,,
note-MIG2-002,species-3745,生態情報,広食性。比較的広食性。,日本の冬尺蛾,,
note-MIG2-003,species-3754,生態情報,広食性。ソメイヨシノやコナラ属によく見られる。,日本の冬尺蛾,,
note-MIG2-004,species-3756,生態情報,広食性。ブナ科やバラ科の植物によく見られる。,日本の冬尺蛾,,
note-MIG2-005,species-3757,生態情報,広食性。多くの草本類につく。,日本の冬尺蛾,,
note-MIG2-006,species-3874,生態情報,広食性。科やバラ科の植物によく見られる。特にブナ科やバラ科の植物によく見られる。,日本の冬尺蛾,,
note-MIG2-007,species-3879,生態情報,広食性。ブナ科のコナラ(Quercus)によくつく。,日本の冬尺蛾,,
note-MIG2-008,species-3880,生態情報,広食性。サクラなどによく見られる。特にウメ、サクラなどによく見られる。,日本の冬尺蛾,,
note-MIG2-009,species-3886,生態情報,広食性。ブナ科のコナラ属(Quercus)を好む。,日本の冬尺蛾,,
note-MIG2-010,species-4258,生態情報,広食性。クヌギ、コナラなどブナ科の植物によく見られる。,日本の冬尺蛾,,note-20251110-001
record_id,insect_id,note_type,content,reference,page,year
note-STD3-00001,species-20770,出現時期,5月初旬～8月末,日本産蛾類標準図鑑3,,
note-STD3-00002,species-20770,生態情報,幼虫は葉を縦に2つ折りにして食害。,日本産蛾類標準図鑑3,,
note-STD3-00003,species-20771,出現時期,5～10月,日本産蛾類標準図鑑3,,
note-STD3-00004,species-20771,生態情報,幼虫は落ち葉の間にひそむ。,日本産蛾類標準図鑑3,,
note-STD3-00005,species-20772,出現時期,年数回,日本産蛾類標準図鑑3,,
note-STD3-00006,species-20772,生態情報,幼虫は枯れ葉を糸でつづる。,日本産蛾類標準図鑑3,,
note-STD3-00007,species-20773,出現時期,6、8月,日本産蛾類標準図鑑3,,
note-STD3-00008,species-20773,生態情報,幼虫は枯れ葉を糸でつづる。,日本産蛾類標準図鑑3,,
note-STD3-00009,species-20774,出現時期,7月下旬～8月上旬,日本産蛾類標準図鑑3,,
note-STD3-00010,species-20775,出現時期,7月中下旬,日本産蛾類標準図鑑3,,
note-STD3-00011,species-20776,出現時期,3月、6～7月、9月（地域による）,日本産蛾類標準図鑑3,,
note-STD3-00012,species-20777,出現時期,5月中旬、6月上旬、7月下旬、9月上旬、10月上旬,日本産蛾類標準図鑑3,,
note-STD3-00013,species-20778,出現時期,7月中旬、8月上旬・下旬,日本産蛾類標準図鑑3,,
note-STD3-00014,species-0974,出現時期,6月中旬、8月下旬,日本産蛾類標準図鑑3,,
note-STD3-00015,species-20780,出現時期,7月中旬～10月初旬,日本産蛾類標準図鑑3,,
note-STD3-00016,species-20780,生態情報,幼虫は枯れ葉の裏などにひそむ。,日本産蛾類標準図鑑3,,
note-STD3-00017,species-20781,出現時期,3月、5月下旬、6、7月,日本産蛾類標準図鑑3,,
note-STD3-00018,species-20782,出現時期,6月中旬（日本）,日本産蛾類標準図鑑3,,
note-STD3-00019,species-20783,出現時期,6～7月,日本産蛾類標準図鑑3,,
note-STD3-00020,species-20784,出現時期,3～10月,日本産蛾類標準図鑑3,,
note-STD3-00021,species-20784,生態情報,幼虫は地表の枯れ葉をつづり合わせた中にいる。,日本産蛾類標準図鑑3,,
note-STD3-00022,species-20785,出現時期,6月、8月,日本産蛾類標準図鑑3,,
note-STD3-00023,species-20786,出現時期,6月、9～10月,日本産蛾類標準図鑑3,,
note-STD3-00024,species-20787,出現時期,7～8月,日本産蛾類標準図鑑3,,
note-STD3-00025,species-20787,生態情報,幼虫は針葉に穿孔後、網を張って食害（ロシア）。,日本産蛾類標準図鑑3,,
note-STD3-00026,species-20788,出現時期,7～9月,日本産蛾類標準図鑑3,,
note-STD3-00027,species-20789,出現時期,5～8月,日本産蛾類標準図鑑3,,
note-STD3-00028,species-20789,生態情報,幼虫は針葉に穿孔後、網を張って食害（欧州）。,日本産蛾類標準図鑑3,,
note-STD3-00029,species-20790,出現時期,不明,日本産蛾類標準図鑑3,,
note-STD3-00030,species-0987,出現時期,6～7月（本州）、9月下旬（屋久島）,日本産蛾類標準図鑑3,,
note-STD3-00031,species-0987,生態情報,幼虫は樹皮下で生活。,日本産蛾類標準図鑑3,,
note-STD3-00032,species-0988,出現時期,7、9月,日本産蛾類標準図鑑3,,
note-STD3-00033,species-0988,生態情報,幼虫は捕食性。,日本産蛾類標準図鑑3,,
note-STD3-00034,species-20793,出現時期,6月頃、8月頃,日本産蛾類標準図鑑3,,
note-STD3-00035,species-20793,生態情報,幼虫は葉に穴を空けて網を張り、表皮を削り取る。,日本産蛾類標準図鑑3,,
note-STD3-00036,species-20794,出現時期,6～8月頃,日本産蛾類標準図鑑3,,
note-STD3-00037,species-20795,出現時期,5月、7～8月,日本産蛾類標準図鑑3,,
note-STD3-00038,species-20795,生態情報,幼虫は果実に潜る（欧州）。,日本産蛾類標準図鑑3,,
note-STD3-00039,species-20796,出現時期,6～8月,日本産蛾類標準図鑑3,,
note-STD3-00040,species-20797,出現時期,4～9月,日本産蛾類標準図鑑3,,
note-STD3-00041,species-20797,生態情報,幼虫は果実を摂食。,日本産蛾類標準図鑑3,,
note-STD3-00042,species-20798,出現時期,5～9月,日本産蛾類標準図鑑3,,
note-STD3-00043,species-20798,生態情報,幼虫は果実などに食入。,日本産蛾類標準図鑑3,,
note-STD3-00044,species-20799,出現時期,1～7月、11月,日本産蛾類標準図鑑3,,
note-STD3-00045,species-20799,生態情報,幼虫は果実に潜る。,日本産蛾類標準図鑑3,,
note-STD3-00046,species-20800,出現時期,6～9月,日本産蛾類標準図鑑3,,
note-STD3-00047,species-20800,生態情報,幼虫は蘚類を摂食。,日本産蛾類標準図鑑3,,
note-STD3-00048,species-20801,出現時期,3～5月,日本産蛾類標準図鑑3,,
note-STD3-00049,species-20801,生態情報,幼虫は葉の枯れた部分や腐敗果実で生活。,日本産蛾類標準図鑑3,,
note-STD3-00050,species-20802,出現時期,6～8月,日本産蛾類標準図鑑3,,
note-STD3-00051,species-20802,生態情報,幼虫は若葉をつづる。,日本産蛾類標準図鑑3,,
note-STD3-00052,species-20803,出現時期,4月、8～9月,日本産蛾類標準図鑑3,,
note-STD3-00053,species-20804,出現時期,5～8月,日本産蛾類標準図鑑3,,
note-STD3-00054,species-20804,生態情報,幼虫は蕾をつづる。,日本産蛾類標準図鑑3,,
note-STD3-00055,species-20805,出現時期,4～10月,日本産蛾類標準図鑑3,,
note-STD3-00056,species-20805,生態情報,幼虫は蕾を摂食。,日本産蛾類標準図鑑3,,
note-STD3-00057,species-20806,出現時期,7～9月,日本産蛾類標準図鑑3,,
note-STD3-00058,species-20807,出現時期,7月,日本産蛾類標準図鑑3,,
note-STD3-00059,species-20808,出現時期,5～11月,日本産蛾類標準図鑑3,,
note-STD3-00060,species-20808,生態情報,幼虫は腐敗した花・果実等を摂食。,日本産蛾類標準図鑑3,,
note-STD3-00061,species-20809,出現時期,6～9月,日本産蛾類標準図鑑3,,
note-STD3-00062,species-20810,出現時期,6～9月,日本産蛾類標準図鑑3,,
note-STD3-00063,species-20811,出現時期,5～6月、9～10月,日本産蛾類標準図鑑3,,
note-STD3-00064,species-20812,出現時期,6～9月（西表島では4月も）,日本産蛾類標準図鑑3,,
note-STD3-00065,species-20812,生態情報,幼虫は果実を摂食。,日本産蛾類標準図鑑3,,
note-STD3-00066,species-20813,出現時期,6～9月,日本産蛾類標準図鑑3,,
note-STD3-00067,species-20813,生態情報,幼虫は茎に潜る。,日本産蛾類標準図鑑3,,
note-STD3-00068,species-20814,出現時期,5～6月、8～9月,日本産蛾類標準図鑑3,,
note-STD3-00069,species-20815,出現時期,5～8月,日本産蛾類標準図鑑3,,
note-STD3-00070,species-20815,生態情報,幼虫はアブラムシを捕食。,日本産蛾類標準図鑑3,,
note-STD3-00071,species-20816,出現時期,5月、7～8月,日本産蛾類標準図鑑3,,
note-STD3-00072,species-20817,出現時期,5月,日本産蛾類標準図鑑3,,
note-STD3-00073,species-20817,生態情報,幼虫は種子などを食する。,日本産蛾類標準図鑑3,,
note-STD3-00074,species-20818,出現時期,4～5月,日本産蛾類標準図鑑3,,
note-STD3-00075,species-20819,出現時期,早春,日本産蛾類標準図鑑3,,
note-STD3-00076,species-20819,生態情報,幼虫はシェルターをつくる。,日本産蛾類標準図鑑3,,
note-STD3-00077,species-20820,出現時期,3月末～5月,日本産蛾類標準図鑑3,,
note-STD3-00078,species-20820,生態情報,幼虫はシェルターをつくる。,日本産蛾類標準図鑑3,,
note-STD3-00079,species-20821,出現時期,未知,日本産蛾類標準図鑑3,,
note-STD3-00080,species-20821,生態情報,腐植食あるいはその可能性。,日本産蛾類標準図鑑3,,
note-STD3-00081,species-20822,出現時期,5～8月,日本産蛾類標準図鑑3,,
note-STD3-00082,species-20822,生態情報,幼虫は巣をつくり腐朽材を食べる。,日本産蛾類標準図鑑3,,
note-STD3-00083,species-20823,出現時期,5～9月,日本産蛾類標準図鑑3,,
note-STD3-00084,species-20823,生態情報,幼虫は菌類に侵された枯れ木に孔をあける。,日本産蛾類標準図鑑3,,
note-STD3-00085,species-20824,出現時期,6～7月,日本産蛾類標準図鑑3,,
note-STD3-00086,species-20824,生態情報,幼虫は菌類を食べる。,日本産蛾類標準図鑑3,,
note-STD3-00087,species-20825,出現時期,7月,日本産蛾類標準図鑑3,,
note-STD3-00088,species-20825,生態情報,幼虫は枯れ葉を切り抜いてケースをつくる。,日本産蛾類標準図鑑3,,
note-STD3-00089,species-20826,出現時期,7～9月,日本産蛾類標準図鑑3,,
note-STD3-00090,species-0923,出現時期,7～8月,日本産蛾類標準図鑑3,,
note-STD3-00091,species-20828,出現時期,6～8月,日本産蛾類標準図鑑3,,
note-STD3-00092,species-20828,生態情報,幼虫は枯れ葉で筒巣をつくり食べる。,日本産蛾類標準図鑑3,,
note-STD3-00093,species-20829,出現時期,7～9月,日本産蛾類標準図鑑3,,
note-STD3-00094,species-20830,出現時期,5～6月,日本産蛾類標準図鑑3,,
note-STD3-00095,species-20831,出現時期,初夏～秋,日本産蛾類標準図鑑3,,
note-STD3-00096,species-20831,生態情報,貯穀害虫。,日本産蛾類標準図鑑3,,
note-STD3-00097,species-20832,出現時期,4～7月,日本産蛾類標準図鑑3,,
note-STD3-00098,species-20832,生態情報,幼虫は朽ち木などを摂食。,日本産蛾類標準図鑑3,,
note-STD3-00099,species-20833,出現時期,5～8月,日本産蛾類標準図鑑3,,
note-STD3-00100,species-20833,生態情報,幼虫は枝に潜る。,日本産蛾類標準図鑑3,,
note-STD3-00101,species-20834,出現時期,5～7月,日本産蛾類標準図鑑3,,
note-STD3-00102,species-20834,生態情報,幼虫は枝に潜り食害。,日本産蛾類標準図鑑3,,
note-STD3-00103,species-20835,出現時期,5～7月,日本産蛾類標準図鑑3,,
note-STD3-00104,species-20836,出現時期,5～7月,日本産蛾類標準図鑑3,,
note-STD3-00105,species-20837,出現時期,5～8月,日本産蛾類標準図鑑3,,
note-STD3-00106,species-20837,生態情報,幼虫は枯れ枝や朽ち木の樹皮下に潜入。,日本産蛾類標準図鑑3,,
note-STD3-00107,species-20838,出現時期,6月,日本産蛾類標準図鑑3,,
note-STD3-00108,species-20839,出現時期,7～8月,日本産蛾類標準図鑑3,,
note-STD3-00109,species-20840,出現時期,7～8月,日本産蛾類標準図鑑3,,
note-STD3-00110,species-20841,出現時期,8月,日本産蛾類標準図鑑3,,
note-STD3-00111,species-20842,出現時期,6～9月,日本産蛾類標準図鑑3,,
note-STD3-00112,species-20843,出現時期,7～10月,日本産蛾類標準図鑑3,,
note-STD3-00113,species-20844,出現時期,6月,日本産蛾類標準図鑑3,,
note-STD3-00114,species-20845,出現時期,3月,日本産蛾類標準図鑑3,,
note-STD3-00115,species-20846,出現時期,7～8月,日本産蛾類標準図鑑3,,
note-STD3-00116,species-20847,出現時期,6月～,日本産蛾類標準図鑑3,,
note-STD3-00117,species-20847,生態情報,幼虫は広葉樹の枯れ葉を食べる。,日本産蛾類標準図鑑3,,
note-STD3-00118,species-20848,出現時期,5～7月,日本産蛾類標準図鑑3,,
note-STD3-00119,species-20849,出現時期,5～6月（羽化）,日本産蛾類標準図鑑3,,
note-STD3-00120,species-20849,生態情報,幼虫は葉をシェルターにして食害。,日本産蛾類標準図鑑3,,
note-STD3-00121,species-20850,出現時期,6～9月,日本産蛾類標準図鑑3,,
note-STD3-00122,species-20850,生態情報,幼虫は葉を折り曲げたシェルターをつくる。,日本産蛾類標準図鑑3,,
note-STD3-00123,species-20851,出現時期,7～8月,日本産蛾類標準図鑑3,,
note-STD3-00124,species-20851,生態情報,幼虫は枯れ葉でポータブルケースをつくる。,日本産蛾類標準図鑑3,,
note-STD3-00125,species-20852,出現時期,7月,日本産蛾類標準図鑑3,,
note-STD3-00126,species-20853,出現時期,6月下旬～8月上旬、8月下旬～9月,日本産蛾類標準図鑑3,,
note-STD3-00127,species-20853,生態情報,幼虫は葉を筒状に巻く。,日本産蛾類標準図鑑3,,
note-STD3-00128,species-20854,出現時期,5～9月,日本産蛾類標準図鑑3,,
note-STD3-00129,species-20854,生態情報,幼虫は葉をつづる。,日本産蛾類標準図鑑3,,
note-STD3-00130,species-20855,出現時期,6～7月、8～9月,日本産蛾類標準図鑑3,,
note-STD3-00131,species-20855,生態情報,幼虫は葉をつづったり巻いたりする。,日本産蛾類標準図鑑3,,
note-STD3-00132,species-20856,出現時期,7～8月,日本産蛾類標準図鑑3,,
note-STD3-00133,species-20856,生態情報,幼虫は葉を2つ折りにしてひそむ。,日本産蛾類標準図鑑3,,
note-STD3-00134,species-20857,出現時期,7～8月,日本産蛾類標準図鑑3,,
