record_id,insect_id,original_observation_type,retained_observation_type,original_notes,retained_notes,removed_segments
hostplant-SC-N81-GERM-109,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Camellia japonica subsp. rusticana / YList採用名: Camellia rusticana / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Camellia japonica subsp. rusticana / YList採用名: Camellia rusticana / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Camellia japonica subsp. rusticana / YList採用名: Camellia rusticana / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-110,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Camellia sinensis / YList採用名: Camellia sinensis / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Camellia sinensis / YList採用名: Camellia sinensis / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Camellia sinensis / YList採用名: Camellia sinensis / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-111,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Stewartia monadelpha / YList採用名: Stewartia monadelpha / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Stewartia monadelpha / YList採用名: Stewartia monadelpha / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Stewartia monadelpha / YList採用名: Stewartia monadelpha / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-112,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Cleyera japonica / YList採用名: Cleyera japonica / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Cleyera japonica / YList採用名: Cleyera japonica / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Cleyera japonica / YList採用名: Cleyera japonica / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-113,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Eurya emarginata / YList採用名: Eurya emarginata / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Eurya emarginata / YList採用名: Eurya emarginata / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Eurya emarginata / YList採用名: Eurya emarginata / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-114,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Stachyurus praecox / YList採用名: Stachyurus praecox / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Stachyurus praecox / YList採用名: Stachyurus praecox / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Stachyurus praecox / YList採用名: Stachyurus praecox / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-115,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Alangium premnifolium / YList採用名: Alangium premnifolium / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Alangium premnifolium / YList採用名: Alangium premnifolium / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Alangium premnifolium / YList採用名: Alangium premnifolium / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-116,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Schefflera octophylla / YList採用名: Heptapleurum heptaphyllum / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Schefflera octophylla / YList採用名: Heptapleurum heptaphyllum / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Schefflera octophylla / YList採用名: Heptapleurum heptaphyllum / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-117,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Fatsia japonica / YList採用名: Fatsia japonica / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Fatsia japonica / YList採用名: Fatsia japonica / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Fatsia japonica / YList採用名: Fatsia japonica / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-118,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Acanthopanax sciadophylloides / YList採用名: Chengiopanax sciadophylloides / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Acanthopanax sciadophylloides / YList採用名: Chengiopanax sciadophylloides / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Acanthopanax sciadophylloides / YList採用名: Chengiopanax sciadophylloides / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-119,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Evodiopanax innovans / YList採用名: Gamblea innovans / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 同名のベンケイソウ科植物との混同を避けるため樹木と付記,同名のベンケイソウ科植物との混同を避けるため樹木と付記,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Evodiopanax innovans / YList採用名: Gamblea innovans / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Evodiopanax innovans / YList採用名: Gamblea innovans / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-120,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Kalopanax septemlobus / YList採用名: Kalopanax septemlobus / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Kalopanax septemlobus / YList採用名: Kalopanax septemlobus / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Kalopanax septemlobus / YList採用名: Kalopanax septemlobus / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-121,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Aucuba japonica / YList採用名: Aucuba japonica var. japonica / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Aucuba japonica / YList採用名: Aucuba japonica var. japonica / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Aucuba japonica / YList採用名: Aucuba japonica var. japonica / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-122,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Cornus controversa / YList採用名: Cornus controversa var. controversa / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Cornus controversa / YList採用名: Cornus controversa var. controversa / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Cornus controversa / YList採用名: Cornus controversa var. controversa / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-123,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Cornus kousa / YList採用名: Cornus kousa subsp. kousa / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Cornus kousa / YList採用名: Cornus kousa subsp. kousa / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Cornus kousa / YList採用名: Cornus kousa subsp. kousa / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-124,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Clethra barbinervis / YList採用名: Clethra barbinervis / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Clethra barbinervis / YList採用名: Clethra barbinervis / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Clethra barbinervis / YList採用名: Clethra barbinervis / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-125,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Rhododendron metternichii / YList採用名: Rhododendron japonoheptamerum var. japonoheptamerum / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Rhododendron metternichii / YList採用名: Rhododendron japonoheptamerum var. japonoheptamerum / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Rhododendron metternichii / YList採用名: Rhododendron japonoheptamerum var. japonoheptamerum / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-126,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Rhododendron nipponicum / YList採用名: Rhododendron nipponicum / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Rhododendron nipponicum / YList採用名: Rhododendron nipponicum / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Rhododendron nipponicum / YList採用名: Rhododendron nipponicum / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-127,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Rhododendron macrosepalum / YList採用名: Rhododendron macrosepalum / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Rhododendron macrosepalum / YList採用名: Rhododendron macrosepalum / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Rhododendron macrosepalum / YList採用名: Rhododendron macrosepalum / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-128,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Lyonia elliptica / YList採用名: Lyonia ovalifolia var. elliptica / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Lyonia elliptica / YList採用名: Lyonia ovalifolia var. elliptica / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Lyonia elliptica / YList採用名: Lyonia ovalifolia var. elliptica / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-129,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Vaccinium oldhamii / YList採用名: Vaccinium oldhamii / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Vaccinium oldhamii / YList採用名: Vaccinium oldhamii / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Vaccinium oldhamii / YList採用名: Vaccinium oldhamii / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-130,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Maesa tenera / YList採用名: Maesa perlaria var. formosana / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Maesa tenera / YList採用名: Maesa perlaria var. formosana / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Maesa tenera / YList採用名: Maesa perlaria var. formosana / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-131,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Ardisia sieboldii / YList採用名: Ardisia sieboldii / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Ardisia sieboldii / YList採用名: Ardisia sieboldii / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Ardisia sieboldii / YList採用名: Ardisia sieboldii / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-132,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Diospyros kaki / YList採用名: Diospyros kaki / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Diospyros kaki / YList採用名: Diospyros kaki / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Diospyros kaki / YList採用名: Diospyros kaki / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-133,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Styrax japonica / YList採用名: Styrax japonicus / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Styrax japonica / YList採用名: Styrax japonicus / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Styrax japonica / YList採用名: Styrax japonicus / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
hostplant-SC-N81-GERM-134,species-SC310,文献（国内・明記）,文献（国内・明記）,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Styrax obassia / YList採用名: Styrax obassia / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,本文の156と列挙146の差は解消できないため、実際に列挙された146件だけを採用,記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Styrax obassia / YList採用名: Styrax obassia / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32 / 記録地域: 日本 / 地域根拠: 本文が本種は日本で156種の木材から見出されたと明記する一方、Hosts欄は146分類単位を列挙 / 原著植物名: Styrax obassia / YList採用名: Styrax obassia / 寄主根拠: 本文の日本産寄主数記述と原著のHosts欄 / 掲載頁: 31-32
