record_id,book_page,insect_id,japanese_name,plant_name,plant_family,observation_type,source_reference,verification_note,ocr_evidence_text
hostplant-ZUKAN4-P086155-0374,144,species-0567,キンモンホソガ,ズミ,バラ科,文献,日本産蛾類標準図鑑4,,[寄主植物]リンゴ、ズミ、エゾノコリンゴなど(以上バラ科).
hostplant-ZUKAN4-P086155-0375,144,species-0567,キンモンホソガ,リンゴ,バラ科,文献,日本産蛾類標準図鑑4,,[寄主植物]リンゴ、ズミ、エゾノコリンゴなど(以上バラ科).
hostplant-ZUKAN4-P086155-0376,145,species-0569,ツヤオビキンモンホソガ,ケヤマハンノキ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ヤチハンノキ、ケヤマハンノキ(以上カバノキ科).
hostplant-ZUKAN4-P086155-0377,145,species-0569,ツヤオビキンモンホソガ,ヤチハンノキ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ヤチハンノキ、ケヤマハンノキ(以上カバノキ科).
hostplant-ZUKAN4-P086155-0378,145,species-0570,キソキンモンホソガ,ケヤマハンノキ,カバノキ科,文献,日本産蛾類標準図鑑4,,寄主植物]ケヤマハンノキ(カバノキ科).145
hostplant-ZUKAN4-P086155-0379,146,species-0572,タカギキンモンホソガ,ヤチハンノキ,カバノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ヤチハンノキ(カバノキ科).
hostplant-ZUKAN4-P086155-0380,147,species-0573,ミツオビキンモンホソガ,ケヤキ,ニレ科,文献,日本産蛾類標準図鑑4,,寄主植物]ケヤキ(ニレ科).
hostplant-ZUKAN4-P086155-0381,147,species-0574,ニレキンモンホソガ,オヒョウ,ニレ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ハルニレ、オヒョウ(以上ニレ科)。
hostplant-ZUKAN4-P086155-0382,147,species-0574,ニレキンモンホソガ,ハルニレ,ニレ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ハルニレ、オヒョウ(以上ニレ科)。
hostplant-ZUKAN4-P086155-0383,147,species-0575,フタオビキンモンホソガ,ハルニレ,ニレ科,文献,日本産蛾類標準図鑑4,,寄主植物]ハルニレ(ニレ科).
hostplant-ZUKAN4-P086155-0384,147,species-0576,オヒョウキンモンホソガ,オヒョウ,ニレ科,文献,日本産蛾類標準図鑑4,原図で補完,
hostplant-ZUKAN4-P086155-0385,148,species-0577,ケヤキキンモンホソガ,ケヤキ,ニレ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ケヤキ(ニレ科).
hostplant-ZUKAN4-P086155-0386,148,species-0578,コゴメウツギキンモンホソガ,コゴメウツギ,バラ科,文献,日本産蛾類標準図鑑4,,寄主植物]コゴメウツギ(バラ科).148
hostplant-ZUKAN4-P086155-0387,148,species-0579,スイカズラキンモンホソガ,スイカズラ,スイカズラ科,文献,日本産蛾類標準図鑑4,,[寄主植物]スイカズラ(スイカズラ科).
hostplant-ZUKAN4-P086155-0388,149,species-0580,エノキキンモンホソガ,エゾエノキ,アサ科,文献,日本産蛾類標準図鑑4,,寄主植物]エノキ、エゾエノキ(以上アサ科).
hostplant-ZUKAN4-P086155-0389,149,species-0580,エノキキンモンホソガ,エノキ,アサ科,文献,日本産蛾類標準図鑑4,,寄主植物]エノキ、エゾエノキ(以上アサ科).
hostplant-ZUKAN4-P086155-0390,149,species-0581,エノキヒメキンモンホソガ,エゾエノキ,アサ科,文献,日本産蛾類標準図鑑4,,[寄主植物]エノキ、エゾエノキ(以上アサ科).
hostplant-ZUKAN4-P086155-0391,149,species-0581,エノキヒメキンモンホソガ,エノキ,アサ科,文献,日本産蛾類標準図鑑4,,[寄主植物]エノキ、エゾエノキ(以上アサ科).
hostplant-ZUKAN4-P086155-0392,149,species-0582,ナカグロキンモンホソガ,Rubus属,バラ科,文献,日本産蛾類標準図鑑4,,[寄主植物]バライチゴなどRubus属(バラ科).
hostplant-ZUKAN4-P086155-0393,149,species-0582,ナカグロキンモンホソガ,バライチゴ,バラ科,文献,日本産蛾類標準図鑑4,,[寄主植物]バライチゴなどRubus属(バラ科).
hostplant-ZUKAN4-P086155-0394,150,species-0583,コケモモキンモンホソガ,ツルコケモモ,ツツジ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ツルコケモモ(ツツジ科).
hostplant-ZUKAN4-P086155-0395,150,species-0584,チビキンモンホソガ,シバハギ,マメ科,文献,日本産蛾類標準図鑑4,,[寄主植物]シバハギ、フジボグサなど(以上マメ科).
hostplant-ZUKAN4-P086155-0396,150,species-0584,チビキンモンホソガ,フジボグサ,マメ科,文献,日本産蛾類標準図鑑4,,[寄主植物]シバハギ、フジボグサなど(以上マメ科).
hostplant-ZUKAN4-P086155-0397,150,species-0585,ミナミチビキンモンホソガ,タイワンクズ,マメ科,文献,日本産蛾類標準図鑑4,,寄主植物]タイワンクズ、ヌスビトハギなど(以上マメ科).
hostplant-ZUKAN4-P086155-0398,150,species-0585,ミナミチビキンモンホソガ,ヌスビトハギ,マメ科,文献,日本産蛾類標準図鑑4,,寄主植物]タイワンクズ、ヌスビトハギなど(以上マメ科).
hostplant-ZUKAN4-P086155-0399,151,species-0586,キヅタオビギンホソガ,キヅタ,ウコギ科,文献,日本産蛾類標準図鑑4,,[寄主植物]キヅタ(ウコギ科).
hostplant-ZUKAN4-P086155-0400,151,species-0587,イヌツゲオビギンホソガ,イヌツゲ,モチノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物」ハイイヌツゲ、イヌツゲ、クロガネモチ(以上モチノキ科).
hostplant-ZUKAN4-P086155-0401,151,species-0587,イヌツゲオビギンホソガ,クロガネモチ,モチノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物」ハイイヌツゲ、イヌツゲ、クロガネモチ(以上モチノキ科).
hostplant-ZUKAN4-P086155-0402,151,species-0587,イヌツゲオビギンホソガ,ハイイヌツゲ,モチノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物」ハイイヌツゲ、イヌツゲ、クロガネモチ(以上モチノキ科).
hostplant-ZUKAN4-P086155-0403,152,species-0588,ハリギリオビギンホソガ,ハリギリ,ウコギ科,文献,日本産蛾類標準図鑑4,,奇主植物]ハリギリ(ウコギ科).
hostplant-ZUKAN4-P086155-0404,152,species-0589,ヒラノオビギンホソガ,エゴノキ,エゴノキ科,文献,日本産蛾類標準図鑑4,,[寄主植物]エゴノキ(エゴノキ科).
hostplant-ZUKAN4-P086155-0405,152,species-0590,ヤチダモハイオビホソガ,ネズミモチ,モクセイ科,文献,日本産蛾類標準図鑑4,,[奇主植物]マルバアオダモ、ネズミモチ(以上モクセイ科).
hostplant-ZUKAN4-P086155-0406,152,species-0590,ヤチダモハイオビホソガ,マルバアオダモ,モクセイ科,文献,日本産蛾類標準図鑑4,,[奇主植物]マルバアオダモ、ネズミモチ(以上モクセイ科).
hostplant-ZUKAN4-P086155-0407,153,species-0591,ハシドイハイオビホソガ,ハシドイ,モクセイ科,文献,日本産蛾類標準図鑑4,ページまたぎを原図で補完,
hostplant-ZUKAN4-P086155-0408,154,species-0594,ミカンコハモグリ,Citrus属,ミカン科,文献,日本産蛾類標準図鑑4,,"[寄主植物]ウンシュウミカン、ユズ、スダチ、レモンなどのCitrus属,キンカン、カラタチ(以上ミカン科)."
hostplant-ZUKAN4-P086155-0409,154,species-0594,ミカンコハモグリ,ウンシュウミカン,ミカン科,文献,日本産蛾類標準図鑑4,,"[寄主植物]ウンシュウミカン、ユズ、スダチ、レモンなどのCitrus属,キンカン、カラタチ(以上ミカン科)."
hostplant-ZUKAN4-P086155-0410,154,species-0594,ミカンコハモグリ,カラタチ,ミカン科,文献,日本産蛾類標準図鑑4,,"[寄主植物]ウンシュウミカン、ユズ、スダチ、レモンなどのCitrus属,キンカン、カラタチ(以上ミカン科)."
hostplant-ZUKAN4-P086155-0411,154,species-0594,ミカンコハモグリ,キンカン,ミカン科,文献,日本産蛾類標準図鑑4,,"[寄主植物]ウンシュウミカン、ユズ、スダチ、レモンなどのCitrus属,キンカン、カラタチ(以上ミカン科)."
hostplant-ZUKAN4-P086155-0412,154,species-0594,ミカンコハモグリ,スダチ,ミカン科,文献,日本産蛾類標準図鑑4,原図で補完,
hostplant-ZUKAN4-P086155-0413,154,species-0594,ミカンコハモグリ,ユズ,ミカン科,文献,日本産蛾類標準図鑑4,,"[寄主植物]ウンシュウミカン、ユズ、スダチ、レモンなどのCitrus属,キンカン、カラタチ(以上ミカン科)."
hostplant-ZUKAN4-P086155-0414,154,species-0594,ミカンコハモグリ,レモン,ミカン科,文献,日本産蛾類標準図鑑4,,"[寄主植物]ウンシュウミカン、ユズ、スダチ、レモンなどのCitrus属,キンカン、カラタチ(以上ミカン科)."
hostplant-ZUKAN4-P086155-0415,154,species-0595,ヤナギコハモグリ,Salix属,ヤナギ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]ネコヤナギ、イヌコリヤナギ、オノエヤナギ、カワヤナギ、エゾノカワヤナギ,バッコヤナギ、ヤマヤナギ、ミヤマヤナギ、コゴメヤナギ、タチヤナギ、シダレヤナギ、アカメヤナギなどSalix属、ヤマナラシ(以上ヤナギ科)."
hostplant-ZUKAN4-P086155-0416,154,species-0595,ヤナギコハモグリ,アカメヤナギ,ヤナギ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]ネコヤナギ、イヌコリヤナギ、オノエヤナギ、カワヤナギ、エゾノカワヤナギ,バッコヤナギ、ヤマヤナギ、ミヤマヤナギ、コゴメヤナギ、タチヤナギ、シダレヤナギ、アカメヤナギなどSalix属、ヤマナラシ(以上ヤナギ科)."
hostplant-ZUKAN4-P086155-0417,154,species-0595,ヤナギコハモグリ,イヌコリヤナギ,ヤナギ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]ネコヤナギ、イヌコリヤナギ、オノエヤナギ、カワヤナギ、エゾノカワヤナギ,バッコヤナギ、ヤマヤナギ、ミヤマヤナギ、コゴメヤナギ、タチヤナギ、シダレヤナギ、アカメヤナギなどSalix属、ヤマナラシ(以上ヤナギ科)."
hostplant-ZUKAN4-P086155-0418,154,species-0595,ヤナギコハモグリ,エゾノカワヤナギ,ヤナギ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]ネコヤナギ、イヌコリヤナギ、オノエヤナギ、カワヤナギ、エゾノカワヤナギ,バッコヤナギ、ヤマヤナギ、ミヤマヤナギ、コゴメヤナギ、タチヤナギ、シダレヤナギ、アカメヤナギなどSalix属、ヤマナラシ(以上ヤナギ科)."
hostplant-ZUKAN4-P086155-0419,154,species-0595,ヤナギコハモグリ,オノエヤナギ,ヤナギ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]ネコヤナギ、イヌコリヤナギ、オノエヤナギ、カワヤナギ、エゾノカワヤナギ,バッコヤナギ、ヤマヤナギ、ミヤマヤナギ、コゴメヤナギ、タチヤナギ、シダレヤナギ、アカメヤナギなどSalix属、ヤマナラシ(以上ヤナギ科)."
hostplant-ZUKAN4-P086155-0420,154,species-0595,ヤナギコハモグリ,カワヤナギ,ヤナギ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]ネコヤナギ、イヌコリヤナギ、オノエヤナギ、カワヤナギ、エゾノカワヤナギ,バッコヤナギ、ヤマヤナギ、ミヤマヤナギ、コゴメヤナギ、タチヤナギ、シダレヤナギ、アカメヤナギなどSalix属、ヤマナラシ(以上ヤナギ科)."
hostplant-ZUKAN4-P086155-0421,154,species-0595,ヤナギコハモグリ,コゴメヤナギ,ヤナギ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]ネコヤナギ、イヌコリヤナギ、オノエヤナギ、カワヤナギ、エゾノカワヤナギ,バッコヤナギ、ヤマヤナギ、ミヤマヤナギ、コゴメヤナギ、タチヤナギ、シダレヤナギ、アカメヤナギなどSalix属、ヤマナラシ(以上ヤナギ科)."
hostplant-ZUKAN4-P086155-0422,154,species-0595,ヤナギコハモグリ,シダレヤナギ,ヤナギ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]ネコヤナギ、イヌコリヤナギ、オノエヤナギ、カワヤナギ、エゾノカワヤナギ,バッコヤナギ、ヤマヤナギ、ミヤマヤナギ、コゴメヤナギ、タチヤナギ、シダレヤナギ、アカメヤナギなどSalix属、ヤマナラシ(以上ヤナギ科)."
hostplant-ZUKAN4-P086155-0423,154,species-0595,ヤナギコハモグリ,タチヤナギ,ヤナギ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]ネコヤナギ、イヌコリヤナギ、オノエヤナギ、カワヤナギ、エゾノカワヤナギ,バッコヤナギ、ヤマヤナギ、ミヤマヤナギ、コゴメヤナギ、タチヤナギ、シダレヤナギ、アカメヤナギなどSalix属、ヤマナラシ(以上ヤナギ科)."
hostplant-ZUKAN4-P086155-0424,154,species-0595,ヤナギコハモグリ,ネコヤナギ,ヤナギ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]ネコヤナギ、イヌコリヤナギ、オノエヤナギ、カワヤナギ、エゾノカワヤナギ,バッコヤナギ、ヤマヤナギ、ミヤマヤナギ、コゴメヤナギ、タチヤナギ、シダレヤナギ、アカメヤナギなどSalix属、ヤマナラシ(以上ヤナギ科)."
hostplant-ZUKAN4-P086155-0425,154,species-0595,ヤナギコハモグリ,バッコヤナギ,ヤナギ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]ネコヤナギ、イヌコリヤナギ、オノエヤナギ、カワヤナギ、エゾノカワヤナギ,バッコヤナギ、ヤマヤナギ、ミヤマヤナギ、コゴメヤナギ、タチヤナギ、シダレヤナギ、アカメヤナギなどSalix属、ヤマナラシ(以上ヤナギ科)."
hostplant-ZUKAN4-P086155-0426,154,species-0595,ヤナギコハモグリ,ミヤマヤナギ,ヤナギ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]ネコヤナギ、イヌコリヤナギ、オノエヤナギ、カワヤナギ、エゾノカワヤナギ,バッコヤナギ、ヤマヤナギ、ミヤマヤナギ、コゴメヤナギ、タチヤナギ、シダレヤナギ、アカメヤナギなどSalix属、ヤマナラシ(以上ヤナギ科)."
hostplant-ZUKAN4-P086155-0427,154,species-0595,ヤナギコハモグリ,ヤマナラシ,ヤナギ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]ネコヤナギ、イヌコリヤナギ、オノエヤナギ、カワヤナギ、エゾノカワヤナギ,バッコヤナギ、ヤマヤナギ、ミヤマヤナギ、コゴメヤナギ、タチヤナギ、シダレヤナギ、アカメヤナギなどSalix属、ヤマナラシ(以上ヤナギ科)."
hostplant-ZUKAN4-P086155-0428,154,species-0595,ヤナギコハモグリ,ヤマヤナギ,ヤナギ科,文献,日本産蛾類標準図鑑4,,"[寄主植物]ネコヤナギ、イヌコリヤナギ、オノエヤナギ、カワヤナギ、エゾノカワヤナギ,バッコヤナギ、ヤマヤナギ、ミヤマヤナギ、コゴメヤナギ、タチヤナギ、シダレヤナギ、アカメヤナギなどSalix属、ヤマナラシ(以上ヤナギ科)."
hostplant-ZUKAN4-P086155-0429,154,species-0596,センダンコハモグリ,センダン,センダン科,文献,日本産蛾類標準図鑑4,,[寄主植物]センダン(センダン科).国外では、スリランカで同植物から記録されている。
hostplant-ZUKAN4-P086155-0430,154,species-0597,ネコヤナギコハモグリ,イヌコリヤナギ,ヤナギ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ネコヤナギ、イヌコリヤナギ、カワヤナギ、コゴメヤナギ(以上ヤナギ科).
hostplant-ZUKAN4-P086155-0431,154,species-0597,ネコヤナギコハモグリ,カワヤナギ,ヤナギ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ネコヤナギ、イヌコリヤナギ、カワヤナギ、コゴメヤナギ(以上ヤナギ科).
hostplant-ZUKAN4-P086155-0432,154,species-0597,ネコヤナギコハモグリ,コゴメヤナギ,ヤナギ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ネコヤナギ、イヌコリヤナギ、カワヤナギ、コゴメヤナギ(以上ヤナギ科).
hostplant-ZUKAN4-P086155-0433,154,species-0597,ネコヤナギコハモグリ,ネコヤナギ,ヤナギ科,文献,日本産蛾類標準図鑑4,,[寄主植物]ネコヤナギ、イヌコリヤナギ、カワヤナギ、コゴメヤナギ(以上ヤナギ科).
hostplant-ZUKAN4-P086155-0434,155,species-0598,ポプラコハモグリ,セイヨウハコヤナギ,ヤナギ科,文献,日本産蛾類標準図鑑4,,寄主植物」国内では、セイヨウハコヤナギ(ヤナギ科)。
hostplant-ZUKAN4-P086155-0435,155,species-0599,ヒトリシズカコハモグリ,ヒトリシズカ,センリョウ科,文献,日本産蛾類標準図鑑4,,寄主植物]ヒトリシズカ(センリョウ科).
hostplant-ZUKAN4-P086155-0436,155,species-0600,フタリシズカコハモグリ,センリョウ,センリョウ科,文献,日本産蛾類標準図鑑4,,[寄主植物]フタリシズカ、センリョウ(センリョウ科).
hostplant-ZUKAN4-P086155-0437,155,species-0600,フタリシズカコハモグリ,フタリシズカ,センリョウ科,文献,日本産蛾類標準図鑑4,原図で補完,
hostplant-ZUKAN4-P086155-0438,155,species-0601,ブドウコハモグリ,Vitis属,ブドウ科,野外（国外）,日本産蛾類標準図鑑4,,寄主植物]エビツル、ノブドウ、サンカクヅル、栽培ブドウ、ナツヅタ、ヤブガラシなど(以上ブドウ科)。国外では、Vitis属(ブ
hostplant-ZUKAN4-P086155-0439,155,species-0601,ブドウコハモグリ,エビツル,ブドウ科,文献,日本産蛾類標準図鑑4,,寄主植物]エビツル、ノブドウ、サンカクヅル、栽培ブドウ、ナツヅタ、ヤブガラシなど(以上ブドウ科)。国外では、Vitis属(ブ
hostplant-ZUKAN4-P086155-0440,155,species-0601,ブドウコハモグリ,サンカクヅル,ブドウ科,文献,日本産蛾類標準図鑑4,,寄主植物]エビツル、ノブドウ、サンカクヅル、栽培ブドウ、ナツヅタ、ヤブガラシなど(以上ブドウ科)。国外では、Vitis属(ブ
hostplant-ZUKAN4-P086155-0441,155,species-0601,ブドウコハモグリ,ナツヅタ,ブドウ科,文献,日本産蛾類標準図鑑4,原図で補完,
hostplant-ZUKAN4-P086155-0442,155,species-0601,ブドウコハモグリ,ノブドウ,ブドウ科,文献,日本産蛾類標準図鑑4,,寄主植物]エビツル、ノブドウ、サンカクヅル、栽培ブドウ、ナツヅタ、ヤブガラシなど(以上ブドウ科)。国外では、Vitis属(ブ
hostplant-ZUKAN4-P086155-0443,155,species-0601,ブドウコハモグリ,ヤブガラシ,ブドウ科,文献,日本産蛾類標準図鑑4,,寄主植物]エビツル、ノブドウ、サンカクヅル、栽培ブドウ、ナツヅタ、ヤブガラシなど(以上ブドウ科)。国外では、Vitis属(ブ
hostplant-ZUKAN4-P086155-0444,155,species-0601,ブドウコハモグリ,栽培ブドウ,ブドウ科,文献,日本産蛾類標準図鑑4,,寄主植物]エビツル、ノブドウ、サンカクヅル、栽培ブドウ、ナツヅタ、ヤブガラシなど(以上ブドウ科)。国外では、Vitis属(ブ
hostplant-ZUKAN4-P086155-0445,155,species-0602,ユズリハコハモグリ,エゾユズリハ,ユズリハ科,文献,日本産蛾類標準図鑑4,,[寄主植物]エゾユズリハ(ユズリハ科).
