insect_id,japanese_name,scientific_name,change_type,current_value,proposed_value,source,source_url,confidence,review_required,approved,note
species-0229,オオヒロズコガ,"Scardia amurensis Zagulajev, 1965",論文発見,,日本産シイタケオオヒロズコガ属(チョウ目ヒロズコガ科)の概説,CiNii,https://cir.nii.ac.jp/crid/1523669555326796416,low,,,
species-0229,オオヒロズコガ,"Scardia amurensis Zagulajev, 1965",論文発見,,技術 シイタケほだ木の虫害対策 オガ植菌ほだ木のシイタケオオヒロズコガ対策,CiNii,https://cir.nii.ac.jp/crid/1520853834367170560,low,,,
species-0231,スジモンオオヒロズコガ,"Amorophaga japonica Robinson, 1986",論文発見,,"スジモンオオヒロズコガ(鱗翅目,ヒロズコガ科)の成虫と幼生期の形態",J-STAGE,,low,,,公開日: 
species-0231,スジモンオオヒロズコガ,"Amorophaga japonica Robinson, 1986",論文発見,,日本産の貯穀害虫コクガ（チョウ目，ヒ ロズコガ科）とその近縁種の識別法,J-STAGE,,low,,,公開日: 
species-0232,アトモンヒロズコガ,"Morophaga bucephala (Snellen, 1884)",論文発見,,"Morophaga parabucephala(鱗翅目,ヒロズコガ科)の日本および中国における新記録",J-STAGE,,low,,,公開日: 
species-0232,アトモンヒロズコガ,"Morophaga bucephala (Snellen, 1884)",論文発見,,"Description of the pupal morphology  of Morophaga bucephala   (Lepidoptera, Tineidae) ",J-STAGE,,low,,,公開日: 
species-0232,アトモンヒロズコガ,"Morophaga bucephala (Snellen, 1884)",論文発見,,アトモンヒロズコガとニセアトモンヒロズコガ（チョウ目ヒロズコガ科） の成虫形態に基づく識別法,J-STAGE,,low,,,公開日: 
species-0232,アトモンヒロズコガ,"Morophaga bucephala (Snellen, 1884)",論文発見,,ニセアトモンヒロズコガ（チョウ目ヒロズコガ科）の大阪府からの記録,CiNii,https://cir.nii.ac.jp/crid/1390300600844066304,low,,,
species-0233,ニセアトモンヒロズコガ,"Morophaga parabucephala Ponomarenko & Park, 1996",論文発見,,"Morophaga parabucephala(鱗翅目,ヒロズコガ科)の日本および中国における新記録",J-STAGE,,low,,,公開日: 
species-0233,ニセアトモンヒロズコガ,"Morophaga parabucephala Ponomarenko & Park, 1996",論文発見,,ニセアトモンヒロズコガ（チョウ目ヒロズコガ科）の大阪府からの記録,J-STAGE,,low,,,公開日: 
species-0233,ニセアトモンヒロズコガ,"Morophaga parabucephala Ponomarenko & Park, 1996",論文発見,,アトモンヒロズコガとニセアトモンヒロズコガ（チョウ目ヒロズコガ科） の成虫形態に基づく識別法,J-STAGE,,low,,,公開日: 
species-0236,マダラオオヒロズコガ,"Morophaga formosana Robinson, 1986",論文発見,,マンネンタケを加害するMorophaga formosana ROBINSONおよび韓国産Morophaga属の2近似種,J-STAGE,,low,,,公開日: 
species-0236,マダラオオヒロズコガ,"Morophaga formosana Robinson, 1986",論文発見,,薬用キノコ害虫マダラオオヒロズコガ （チョウ目ヒロズコガ科）とその近似種 の成虫形態に基づく識別法 ,J-STAGE,,low,,,公開日: 
species-0236,マダラオオヒロズコガ,"Morophaga formosana Robinson, 1986",論文発見,,有害小蛾類の形態・分子情報に基づく識別法の開発,J-STAGE,,low,,,公開日: 
species-0236,マダラオオヒロズコガ,"Morophaga formosana Robinson, 1986",論文発見,,シイタケオオヒロズコガ類とマダラオオヒロズコガ(チョウ目ヒロズコガ科)の成虫の外部形質に基づく識別法,CiNii,https://cir.nii.ac.jp/crid/1520010380222680832,low,,,
species-0236,マダラオオヒロズコガ,"Morophaga formosana Robinson, 1986",論文発見,,薬用キノコ害虫マダラオオヒロズコガ(チョウ目ヒロズコガ科)とその近似種の成虫形態に基づく識別法,CiNii,https://cir.nii.ac.jp/crid/1520290883035951360,low,,,
species-0236,マダラオオヒロズコガ,"Morophaga formosana Robinson, 1986",論文発見,,薬用キノコ害虫マダラオオヒロズコガ （チョウ目ヒロズコガ科）とその近似種 の成虫形態に基づく識別法,CiNii,https://cir.nii.ac.jp/crid/1390282679400164736,low,,,
species-0237,ヤエヤママダラオオヒロズコガ,"Morophaga iriomotensis Robinson, 1986",論文発見,,薬用キノコ害虫マダラオオヒロズコガ （チョウ目ヒロズコガ科）とその近似種 の成虫形態に基づく識別法 ,J-STAGE,,low,,,公開日: 
species-0237,ヤエヤママダラオオヒロズコガ,"Morophaga iriomotensis Robinson, 1986",論文発見,,有害小蛾類の形態・分子情報に基づく識別法の開発,J-STAGE,,low,,,公開日: 
species-0238,シイタケオオヒロズコガ,"Morophagoides moriutii Robinson, 1986",論文発見,,シイタケ（ハラタケ目：キシメジ科）を食害する日本産シイタケオオヒロズコガ属（チョウ目：ヒロズコガ科）各種成虫の識別法,J-STAGE,,low,,,公開日: 
species-0238,シイタケオオヒロズコガ,"Morophagoides moriutii Robinson, 1986",論文発見,,有害小蛾類の形態・分子情報に基づく識別法の開発,J-STAGE,,low,,,公開日: 
species-0238,シイタケオオヒロズコガ,"Morophagoides moriutii Robinson, 1986",論文発見,,アトモンヒロズコガとニセアトモンヒロズコガ（チョウ目ヒロズコガ科） の成虫形態に基づく識別法,J-STAGE,,low,,,公開日: 
species-0238,シイタケオオヒロズコガ,"Morophagoides moriutii Robinson, 1986",論文発見,,日本産シイタケオオヒロズコガ属(チョウ目ヒロズコガ科)の概説,CiNii,https://cir.nii.ac.jp/crid/1523669555326796416,low,,,
species-0238,シイタケオオヒロズコガ,"Morophagoides moriutii Robinson, 1986",論文発見,,技術 シイタケほだ木の虫害対策 オガ植菌ほだ木のシイタケオオヒロズコガ対策,CiNii,https://cir.nii.ac.jp/crid/1520853834367170560,low,,,
species-0238,シイタケオオヒロズコガ,"Morophagoides moriutii Robinson, 1986",論文発見,,ミナミシイタケオオヒロズコガ(チョウ目ヒロズコガ科)の埼玉県からの記録,CiNii,https://cir.nii.ac.jp/crid/1520584475598556288,low,,,
species-0239,ヒメシイタケオオヒロズコガ,"Morophagoides breviculus Osada, Sakai & Hirowatari, 2015",論文発見,,シイタケ（ハラタケ目：キシメジ科）を食害する日本産シイタケオオヒロズコガ属（チョウ目：ヒロズコガ科）各種成虫の識別法,J-STAGE,,low,,,公開日: 
species-0239,ヒメシイタケオオヒロズコガ,"Morophagoides breviculus Osada, Sakai & Hirowatari, 2015",論文発見,,有害小蛾類の形態・分子情報に基づく識別法の開発,J-STAGE,,low,,,公開日: 
species-0240,ニシシイタケオオヒロズコガ,"Morophagoides occidentalis Osada, Yoshimatsu, Sakai and Hirowatari, 2014",論文発見,,シイタケ（ハラタケ目：キシメジ科）を食害する日本産シイタケオオヒロズコガ属（チョウ目：ヒロズコガ科）各種成虫の識別法,J-STAGE,,low,,,公開日: 
species-0240,ニシシイタケオオヒロズコガ,"Morophagoides occidentalis Osada, Yoshimatsu, Sakai and Hirowatari, 2014",論文発見,,有害小蛾類の形態・分子情報に基づく識別法の開発,J-STAGE,,low,,,公開日: 
species-0241,ミナミシイタケオオヒロズコガ,"Morophagoides meridianus Osada, Yoshimatsu, Sakai and Hirowatari, 2014",論文発見,,シイタケ（ハラタケ目：キシメジ科）を食害する日本産シイタケオオヒロズコガ属（チョウ目：ヒロズコガ科）各種成虫の識別法,J-STAGE,,low,,,公開日: 
species-0241,ミナミシイタケオオヒロズコガ,"Morophagoides meridianus Osada, Yoshimatsu, Sakai and Hirowatari, 2014",論文発見,,有害小蛾類の形態・分子情報に基づく識別法の開発,J-STAGE,,low,,,公開日: 
species-0241,ミナミシイタケオオヒロズコガ,"Morophagoides meridianus Osada, Yoshimatsu, Sakai and Hirowatari, 2014",論文発見,,ミナミシイタケオオヒロズコガ(チョウ目ヒロズコガ科)の埼玉県からの記録,CiNii,https://cir.nii.ac.jp/crid/1520584475598556288,low,,,
species-0241,ミナミシイタケオオヒロズコガ,"Morophagoides meridianus Osada, Yoshimatsu, Sakai and Hirowatari, 2014",論文発見,,ミナミシイタケオオヒロズコガ（チョウ目ヒロズコガ科）の埼玉県からの記録,CiNii,https://cir.nii.ac.jp/crid/1010861618246082304,low,,,
species-0242,キイシイタケオオヒロズコガ,"Morophagoides robinsoni Osada, Sakai & Hirowatari, 2015",論文発見,,シイタケ（ハラタケ目：キシメジ科）を食害する日本産シイタケオオヒロズコガ属（チョウ目：ヒロズコガ科）各種成虫の識別法,J-STAGE,,low,,,公開日: 
species-0242,キイシイタケオオヒロズコガ,"Morophagoides robinsoni Osada, Sakai & Hirowatari, 2015",論文発見,,有害小蛾類の形態・分子情報に基づく識別法の開発,J-STAGE,,low,,,公開日: 
species-0243,ウスリーシイタケオオヒロズコガ,"Morophagoides ussuriensis (Caradja, 1920)",論文発見,,ウスリーシイタケオオヒロズコガ（チョウ目，ヒロズコガ科）の奄美大島からの記録,J-STAGE,,low,,,公開日: 
species-0243,ウスリーシイタケオオヒロズコガ,"Morophagoides ussuriensis (Caradja, 1920)",論文発見,,シイタケ（ハラタケ目：キシメジ科）を食害する日本産シイタケオオヒロズコガ属（チョウ目：ヒロズコガ科）各種成虫の識別法,J-STAGE,,low,,,公開日: 
species-0243,ウスリーシイタケオオヒロズコガ,"Morophagoides ussuriensis (Caradja, 1920)",論文発見,,日本昆虫学会会誌“昆蟲（ニューシリーズ）”目次第28巻　第1号,J-STAGE,,low,,,公開日: 
species-0244,ミヤマシイタケオオヒロズコガ,"Morophagoides aquilonis Osada, Sakai & Hirowatari, 2015",論文発見,,シイタケ（ハラタケ目：キシメジ科）を食害する日本産シイタケオオヒロズコガ属（チョウ目：ヒロズコガ科）各種成虫の識別法,J-STAGE,,low,,,公開日: 
species-0244,ミヤマシイタケオオヒロズコガ,"Morophagoides aquilonis Osada, Sakai & Hirowatari, 2015",論文発見,,有害小蛾類の形態・分子情報に基づく識別法の開発,J-STAGE,,low,,,公開日: 
species-0245,ヤクシマシイタケオオヒロズコガ,"Morophagoides yakuensis Osada, Sakai & Hirowatari, 2015",論文発見,,シイタケ（ハラタケ目：キシメジ科）を食害する日本産シイタケオオヒロズコガ属（チョウ目：ヒロズコガ科）各種成虫の識別法,J-STAGE,,low,,,公開日: 
species-0245,ヤクシマシイタケオオヒロズコガ,"Morophagoides yakuensis Osada, Sakai & Hirowatari, 2015",論文発見,,有害小蛾類の形態・分子情報に基づく識別法の開発,J-STAGE,,low,,,公開日: 
species-0248,カビラクリイロヒロズコガ,"Tinissa indica Robinson, 1976",論文発見,,日本初記録のクリイロヒロズコガ（新称）（鱗翅目，ヒロズコガ科）,J-STAGE,,low,,,公開日: 
species-0249,クリイロヒロズコガ,"Tinissa leguminella Yang & Li, 2012",論文発見,,日本初記録のクリイロヒロズコガ（新称）（鱗翅目，ヒロズコガ科）,J-STAGE,,low,,,公開日: 
species-0249,クリイロヒロズコガ,"Tinissa leguminella Yang & Li, 2012",論文発見,,「2016年の昆虫界をふりかえって・蝶界」,J-STAGE,,low,,,公開日: 
species-0250,マエモンヒロズコガ,"Dinica endochrysa (Meyrick, 1935)",論文発見,,<i>Archinemapogon bacurianus</i> （鱗翅目，ヒロズコガ科） の日本からの新記録および雌交尾器の記載,J-STAGE,,low,,,公開日: 
species-0252,コクガ,"Nemapogon granella (Linnaeus, 1758)",論文発見,,ウスイロコクガ（鱗翅目，ヒロズコガ科）の幼虫の形態記載,J-STAGE,,low,,,公開日: 
species-0252,コクガ,"Nemapogon granella (Linnaeus, 1758)",論文発見,,日本産の貯穀害虫コクガ（チョウ目ヒロ ズコガ科）とその近縁種ウスイロコクガ の終齢幼虫の形態比較,J-STAGE,,low,,,公開日: 
species-0252,コクガ,"Nemapogon granella (Linnaeus, 1758)",論文発見,,日本産の貯穀害虫コクガ（チョウ目，ヒ ロズコガ科）とその近縁種の識別法,J-STAGE,,low,,,公開日: 
species-0252,コクガ,"Nemapogon granella (Linnaeus, 1758)",論文発見,,国内におけるシイタケ害虫コクガとその近縁種ウスイロコクガ(チョウ目ヒロズコガ科)の概説,CiNii,https://cir.nii.ac.jp/crid/1520021525645418880,low,,,
species-0252,コクガ,"Nemapogon granella (Linnaeus, 1758)",論文発見,,包装袋に対するノシメコクガ幼虫の食入行動,CiNii,https://cir.nii.ac.jp/crid/1520572360482012288,low,,,
species-0253,オビコクガ,"Nemapogon mesoplaca (Meyrick, 1919)",論文発見,,日本産の貯穀害虫コクガ（チョウ目，ヒ ロズコガ科）とその近縁種の識別法,J-STAGE,,low,,,公開日: 
species-0253,オビコクガ,"Nemapogon mesoplaca (Meyrick, 1919)",論文発見,,日本産の貯穀害虫コクガ（チョウ目ヒロ ズコガ科）とその近縁種ウスイロコクガ の終齢幼虫の形態比較,J-STAGE,,low,,,公開日: 
species-0253,オビコクガ,"Nemapogon mesoplaca (Meyrick, 1919)",論文発見,,有害小蛾類の形態・分子情報に基づく識別法の開発,J-STAGE,,low,,,公開日: 
species-0254,シロコクガ,"Nemapogon robusta Gaedike, 2000",論文発見,,日本産の貯穀害虫コクガ（チョウ目，ヒ ロズコガ科）とその近縁種の識別法,J-STAGE,,low,,,公開日: 
species-0254,シロコクガ,"Nemapogon robusta Gaedike, 2000",論文発見,,日本産の貯穀害虫コクガ（チョウ目ヒロ ズコガ科）とその近縁種ウスイロコクガ の終齢幼虫の形態比較,J-STAGE,,low,,,公開日: 
species-0254,シロコクガ,"Nemapogon robusta Gaedike, 2000",論文発見,,<i>Archinemapogon bacurianus</i> （鱗翅目，ヒロズコガ科） の日本からの新記録および雌交尾器の記載,J-STAGE,,low,,,公開日: 
species-0255,ウスイロコクガ,"Nemapogon bidentata Xiao & Li, 2010",論文発見,,ウスイロコクガ（鱗翅目，ヒロズコガ科）の幼虫の形態記載,J-STAGE,,low,,,公開日: 
species-0255,ウスイロコクガ,"Nemapogon bidentata Xiao & Li, 2010",論文発見,,日本産の貯穀害虫コクガ（チョウ目ヒロ ズコガ科）とその近縁種ウスイロコクガ の終齢幼虫の形態比較,J-STAGE,,low,,,公開日: 
species-0255,ウスイロコクガ,"Nemapogon bidentata Xiao & Li, 2010",論文発見,,日本産の貯穀害虫コクガ（チョウ目，ヒ ロズコガ科）とその近縁種の識別法,J-STAGE,,low,,,公開日: 
species-0255,ウスイロコクガ,"Nemapogon bidentata Xiao & Li, 2010",論文発見,,国内におけるシイタケ害虫コクガとその近縁種ウスイロコクガ(チョウ目ヒロズコガ科)の概説,CiNii,https://cir.nii.ac.jp/crid/1520021525645418880,low,,,
species-0255,ウスイロコクガ,"Nemapogon bidentata Xiao & Li, 2010",論文発見,,日本産の貯穀害虫コクガ（チョウ目ヒロズコガ科）とその近縁種ウスイロコクガの終齢幼虫の形態比較,CiNii,https://cir.nii.ac.jp/crid/1010000781836845830,low,,,
species-0256,スジモンコクガ,"Archinemapogon bacurianus Zagulajev, 1962",論文発見,,<i>Archinemapogon bacurianus</i> （鱗翅目，ヒロズコガ科） の日本からの新記録および雌交尾器の記載,J-STAGE,,low,,,公開日: 
species-0256,スジモンコクガ,"Archinemapogon bacurianus Zagulajev, 1962",論文発見,,日本産の貯穀害虫コクガ（チョウ目，ヒ ロズコガ科）とその近縁種の識別法,J-STAGE,,low,,,公開日: 
species-0256,スジモンコクガ,"Archinemapogon bacurianus Zagulajev, 1962",論文発見,,日本産の貯穀害虫コクガ（チョウ目ヒロ ズコガ科）とその近縁種ウスイロコクガ の終齢幼虫の形態比較,J-STAGE,,low,,,公開日: 
species-0257,シラホシミヤマヒロズコガ,"Triaxomera puncticulata Miyamoto, Hirowatari & Yamamoto, 2002",論文発見,,シラホシミヤマヒロズコガ（チョウ目ヒロズコガ科）の秋田県からの記録,J-STAGE,,low,,,公開日: 
species-0257,シラホシミヤマヒロズコガ,"Triaxomera puncticulata Miyamoto, Hirowatari & Yamamoto, 2002",論文発見,,"日本産Triaxomera属(鱗翅目,ヒロズコガ科)の1新種",J-STAGE,,low,,,公開日: 
species-0257,シラホシミヤマヒロズコガ,"Triaxomera puncticulata Miyamoto, Hirowatari & Yamamoto, 2002",論文発見,,<i>Archinemapogon bacurianus</i> （鱗翅目，ヒロズコガ科） の日本からの新記録および雌交尾器の記載,J-STAGE,,low,,,公開日: 
species-0259,ナガバヒロズコガ,"Cephitinea colonella (Erschoff, 1874)",論文発見,,有害小蛾類の形態・分子情報に基づく識別法の開発,J-STAGE,,low,,,公開日: 
species-0259,ナガバヒロズコガ,"Cephitinea colonella (Erschoff, 1874)",論文発見,,高知県内におけるコイン精米所の米糠置き場の昆虫相,J-STAGE,,low,,,公開日: 
species-0259,ナガバヒロズコガ,"Cephitinea colonella (Erschoff, 1874)",論文発見,,三重県四日市市の飼料工場で捕獲されたナガバヒロズコガCephitinea colonella (Erschoff),CiNii,https://cir.nii.ac.jp/crid/1523106605971038592,low,,,
species-0259,ナガバヒロズコガ,"Cephitinea colonella (Erschoff, 1874)",論文発見,,屋内害虫と鳥の巣(7)コメノシマメイガとナガバヒロズコガ,CiNii,https://cir.nii.ac.jp/crid/1523951029461844992,low,,,
species-0259,ナガバヒロズコガ,"Cephitinea colonella (Erschoff, 1874)",論文発見,,三重県四日市市の飼料工場で捕獲されたナガバヒロズコガCephitinea colonella(Erschoff),CiNii,https://cir.nii.ac.jp/crid/2050870366960303744,low,,,
species-0260,マダラマルハヒロズコガ,"Ippa conspersa (Matsumura, 1931)",論文発見,,2012年度　城山八幡宮の蛾類,J-STAGE,,low,,,公開日: 
species-0260,マダラマルハヒロズコガ,"Ippa conspersa (Matsumura, 1931)",論文発見,,マダラマルハヒロズコガ,CiNii,https://cir.nii.ac.jp/crid/1570572701182562048,low,,,
species-0260,マダラマルハヒロズコガ,"Ippa conspersa (Matsumura, 1931)",論文発見,,マダラマルハヒロズコガからの <i>Paecilomyces cateniannulatus</i> の感染記録,CiNii,https://cir.nii.ac.jp/crid/1390863629153991552,low,,,
species-0262,クロスジキヒロズコガ,"Tineovertex melanochryseus (Meyrick, 1911)",論文発見,,クロスジキヒロズコガ(ヒロズコガ科)に関する生物学的知見,CiNii,https://cir.nii.ac.jp/crid/1390282680243670784,low,,,
species-0263,ミナミクロマダラヒロズコガ,"Setomorpha rutella Zeller, 1852",論文発見,,日本からの<i>Setomorpha rutella </i>Zeller（ヒロズコガ科，Setomorphinae亜科）の発見,J-STAGE,,low,,,公開日: 
species-0267,ジュウタンガ,"Trichophaga tapetzella (Linnaeus, 1758)",論文発見,,屋内でみられる小蛾類(9)ジュウタンガ,CiNii,https://cir.nii.ac.jp/crid/1521136280686980480,low,,,
species-0267,ジュウタンガ,"Trichophaga tapetzella (Linnaeus, 1758)",論文発見,,ARTS & ENTERTAINMENT ハリウッド 赤じゅうたんが…泣いている,CiNii,https://cir.nii.ac.jp/crid/1522262180100225920,low,,,
species-0267,ジュウタンガ,"Trichophaga tapetzella (Linnaeus, 1758)",論文発見,,"Flying Carpets School : Verdeaux School Complex : Experience and M-AP : Renens, Switzerland 2008-2022",CiNii,https://cir.nii.ac.jp/crid/1520025042514627328,low,,,
species-0268,ウスグロイガ,"Niditinea tugurialis Meyrick, 1932",論文発見,,コウモリのグアノを摂食するチョウ目昆虫の日本からの発見,J-STAGE,,low,,,公開日: 
species-0268,ウスグロイガ,"Niditinea tugurialis Meyrick, 1932",論文発見,,佐賀平野のカササギ巣から発生した昆虫 (1) – 2013 年の予備的調査,J-STAGE,,low,,,公開日: 
species-0268,ウスグロイガ,"Niditinea tugurialis Meyrick, 1932",論文発見,,"屋内害虫と鳥の巣(9)ウスグロイガ,ニセウスグロイガとクロスジイガ",CiNii,https://cir.nii.ac.jp/crid/1523388080834749056,low,,,
species-0268,ウスグロイガ,"Niditinea tugurialis Meyrick, 1932",論文発見,,日本においてシジュウカラの巣から発生した蛾およびニセコクマルハキバガ(マルハキバガ科)の幼生期の記載,CiNii,https://cir.nii.ac.jp/crid/1390282680243682048,low,,,
species-0269,クロスジイガ,"Niditinea striolella (Matsumura, 1931)",論文発見,,佐賀平野のカササギ巣から発生した昆虫 (1) – 2013 年の予備的調査,J-STAGE,,low,,,公開日: 
species-0269,クロスジイガ,"Niditinea striolella (Matsumura, 1931)",論文発見,,"屋内害虫と鳥の巣(9)ウスグロイガ,ニセウスグロイガとクロスジイガ",CiNii,https://cir.nii.ac.jp/crid/1523388080834749056,low,,,
species-0270,ニセウスグロイガ,"Niditinea piercella Bentinck, 1935",論文発見,,佐賀平野のカササギ巣から発生した昆虫 (1) – 2013 年の予備的調査,J-STAGE,,low,,,公開日: 
species-0270,ニセウスグロイガ,"Niditinea piercella Bentinck, 1935",論文発見,,コウモリのグアノを摂食するチョウ目昆虫の日本からの発見,J-STAGE,,low,,,公開日: 
species-0270,ニセウスグロイガ,"Niditinea piercella Bentinck, 1935",論文発見,,"屋内害虫と鳥の巣(9)ウスグロイガ,ニセウスグロイガとクロスジイガ",CiNii,https://cir.nii.ac.jp/crid/1523388080834749056,low,,,
species-0271,コイガ,"Tineola bisselliella (Hummel, 1823)",論文発見,,コイガの生態と防除に関する研究-1-コイガ幼虫の成長について,CiNii,https://cir.nii.ac.jp/crid/1520572359870157824,low,,,
species-0271,コイガ,"Tineola bisselliella (Hummel, 1823)",論文発見,,屋内でみられる小蛾類(7)コイガ,CiNii,https://cir.nii.ac.jp/crid/1523951030657829504,low,,,
species-0271,コイガ,"Tineola bisselliella (Hummel, 1823)",論文発見,,屋内害虫と鳥の巣(1)イガとコイガ,CiNii,https://cir.nii.ac.jp/crid/1520854805657366528,low,,,
species-0273,イガ,"Tinea translucens Meyrick, 1917",論文発見,,フィガロ (2),CiNii,https://cir.nii.ac.jp/crid/1390572174622512512,low,,,
species-0273,イガ,"Tinea translucens Meyrick, 1917",論文発見,,フィガロ (1),CiNii,https://cir.nii.ac.jp/crid/1390572174626926464,low,,,
species-0275,アトキヒロズコガ,"Monopis flavidorsalis (Matsumura, 1931)",論文発見,,"日本においてオオタカとフクロウの巣から発見されたヒロズコガ(鱗翅目,ビロズコガ科)とフタモンヒロズコガ(新作)の幼虫産出性",J-STAGE,,low,,,公開日: 
species-0275,アトキヒロズコガ,"Monopis flavidorsalis (Matsumura, 1931)",論文発見,,屋内害虫と鳥の巣(4)アトウスキヒロズコガとアトキヒロズコガ,CiNii,https://cir.nii.ac.jp/crid/1523669554900914304,low,,,
species-0275,アトキヒロズコガ,"Monopis flavidorsalis (Matsumura, 1931)",論文発見,,"日本において鳥類の巣・ペリットおよび肉食哺乳類の糞から発生したヒロズコガ(鱗翅目,ヒロズコガ科)",CiNii,https://cir.nii.ac.jp/crid/1390845713002441344,low,,,
species-0276,アトウスキヒロズコガ,"Monopis crocicapitella (Clemens, 1859)",論文発見,,コウモリのグアノを摂食するチョウ目昆虫の日本からの発見,J-STAGE,,low,,,公開日: 
species-0276,アトウスキヒロズコガ,"Monopis crocicapitella (Clemens, 1859)",論文発見,,屋内害虫と鳥の巣(4)アトウスキヒロズコガとアトキヒロズコガ,CiNii,https://cir.nii.ac.jp/crid/1523669554900914304,low,,,
species-0277,マエモンクロヒロズコガ,"Monopis pavlovskii Zagulajev, 1955",論文発見,,"日本においてオオタカとフクロウの巣から発見されたヒロズコガ(鱗翅目,ビロズコガ科)とフタモンヒロズコガ(新作)の幼虫産出性",J-STAGE,,low,,,公開日: 
species-0277,マエモンクロヒロズコガ,"Monopis pavlovskii Zagulajev, 1955",論文発見,,佐賀平野のカササギ巣から発生した昆虫 (1) – 2013 年の予備的調査,J-STAGE,,low,,,公開日: 
species-0277,マエモンクロヒロズコガ,"Monopis pavlovskii Zagulajev, 1955",論文発見,,日本においてシジュウカラの巣から発生した蛾およびニセコクマルハキバガ(マルハキバガ科)の幼生期の記載,J-STAGE,,low,,,公開日: 
species-0277,マエモンクロヒロズコガ,"Monopis pavlovskii Zagulajev, 1955",論文発見,,屋内害虫と鳥の巣(6)マエモンクロヒロズコガとマエシロモンクロヒロズコガ,CiNii,https://cir.nii.ac.jp/crid/1524232505212787968,low,,,
species-0277,マエモンクロヒロズコガ,"Monopis pavlovskii Zagulajev, 1955",論文発見,,"日本において鳥類の巣・ペリットおよび肉食哺乳類の糞から発生したヒロズコガ(鱗翅目,ヒロズコガ科)",CiNii,https://cir.nii.ac.jp/crid/1390845713002441344,low,,,
species-0278,マエシロモンクロヒロズコガ,"Monopis monachella (Hübner, 1796)",論文発見,,屋内害虫と鳥の巣(6)マエモンクロヒロズコガとマエシロモンクロヒロズコガ,CiNii,https://cir.nii.ac.jp/crid/1524232505212787968,low,,,
species-0279,フタモンヒロズコガ,"Monopis congestella (Walker, 1864)",論文発見,,"日本においてオオタカとフクロウの巣から発見されたヒロズコガ(鱗翅目,ビロズコガ科)とフタモンヒロズコガ(新作)の幼虫産出性",J-STAGE,,low,,,公開日: 
species-0279,フタモンヒロズコガ,"Monopis congestella (Walker, 1864)",論文発見,,コウモリのグアノを摂食するチョウ目昆虫の日本からの発見,J-STAGE,,low,,,公開日: 
species-0280,ハイイロスカシモンヒロズコガ,"Crypsithyris cana Sakai & Saigusa, 2002",論文発見,,日本産Crypsithyris属(ヒロズコガ科ヒロズコガ亜科)の分類学的再検討,J-STAGE,,low,,,公開日: 
species-0280,ハイイロスカシモンヒロズコガ,"Crypsithyris cana Sakai & Saigusa, 2002",論文発見,,ハイマダラヒロズコガ（新称）（チョウ目，ヒロズコガ科）の日本からの発見,J-STAGE,,low,,,公開日: 
species-0281,クロモンチビヒロズコガ,"Crypsithyris crococoma Meyrick, 1934",論文発見,,日本産Crypsithyris属(ヒロズコガ科ヒロズコガ亜科)の分類学的再検討,J-STAGE,,low,,,公開日: 
species-0282,ウスグロスカシモンヒロズコガ,"Crypsithyris japonica Petersen & Gaedike, 1993",論文発見,,日本産Crypsithyris属(ヒロズコガ科ヒロズコガ亜科)の分類学的再検討,J-STAGE,,low,,,公開日: 
species-0282,ウスグロスカシモンヒロズコガ,"Crypsithyris japonica Petersen & Gaedike, 1993",論文発見,,ハイマダラヒロズコガ（新称）（チョウ目，ヒロズコガ科）の日本からの発見,J-STAGE,,low,,,公開日: 
species-0283,コガタスカシモンヒロズコガ,"Crypsithyris saigusai Gaedike, 2000",論文発見,,日本産Crypsithyris属(ヒロズコガ科ヒロズコガ亜科)の分類学的再検討,J-STAGE,,low,,,公開日: 
species-0283,コガタスカシモンヒロズコガ,"Crypsithyris saigusai Gaedike, 2000",論文発見,,ハイマダラヒロズコガ（新称）（チョウ目，ヒロズコガ科）の日本からの発見,J-STAGE,,low,,,公開日: 
species-0285,スカシトビイロヒロズコガ,"Crypsithyrodes concolorella (Walker, 1863)",論文発見,,コウモリのグアノを摂食するチョウ目昆虫の日本からの発見,J-STAGE,,low,,,公開日: 
species-0287,ヤエヤマクロテンヒロズコガ,"Ceratophaga sp. of Nasu et al., 2019",論文発見,,リュウキュウアカショウビンの巣内共生鱗翅類,J-STAGE,,low,,,公開日: 
species-0288,クロスジツマオレガ,"Erechthias atririvis (Meyrick, 1931)",論文発見,,クロスジツマオレガによるエンジュさび病患部の食害,CiNii,https://cir.nii.ac.jp/crid/1571135651324162048,low,,,
species-0289,チビツマオレガ,"Erechthias iolaxa (Meyrick, 1936)",論文発見,,屋内害虫と鳥の巣(8)シマチビツマオレガとミツモンホソキバガ,CiNii,https://cir.nii.ac.jp/crid/1522825130864668544,low,,,
species-0289,チビツマオレガ,"Erechthias iolaxa (Meyrick, 1936)",論文発見,,沖縄でコウモリのグアノを摂食していたシマチビツマオレガ,CiNii,https://cir.nii.ac.jp/crid/1523951030776864640,low,,,
species-0292,シマチビツマオレガ,"Erechthias zebrina (Butler, 1881)",論文発見,,屋内害虫と鳥の巣(8)シマチビツマオレガとミツモンホソキバガ,CiNii,https://cir.nii.ac.jp/crid/1522825130864668544,low,,,
species-0292,シマチビツマオレガ,"Erechthias zebrina (Butler, 1881)",論文発見,,沖縄でコウモリのグアノを摂食していたシマチビツマオレガ,CiNii,https://cir.nii.ac.jp/crid/1523951030776864640,low,,,
