audit_id,insect_id,current_japanese_name,source_japanese_name,canonical_reference,pdf_file,source_pdf_sha256,ocr_sha256,source_pdf_page,source_printed_page,source_ocr_line,plant_name,plant_family,match_method,decision,reviewed_on,review_note
kamikiri-derived-base-192-220-0076,species-21990,フタオビミドリトラカミキリ 基亜種,フタオビミドリトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,196,724-725,18518,タブノキ,クスノキ科,exact_derived_base_name,needs_review,2026-07-11,原典画像（PDF p.196、冊子p.724-725）で「タブノキ」欄の「フタオビミドリトラカミキリ」を確認したが、寄主索引・種解説とも種レベルの表記である。現行 insects.csv には同種群が7亜種として登録されており、名義亜種IDへ一意に帰属できないため保留。
kamikiri-derived-base-192-220-0074,species-22008,キュウシュウチビトラカミキリ 基亜種,キュウシュウチビトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,196,724-725,18518,タブノキ,クスノキ科,exact_derived_base_name,include,2026-07-11,原典画像（PDF p.196、冊子p.724-725）で「タブノキ」欄の「キュウシュウチビトラカミキリ」を確認。寄主索引の学名表記と種解説欄の同種群を照合し、名義亜種の三名法表記、または他亜種の独立見出し・別索引記載により現行の名義亜種IDへ帰属可能。
kamikiri-derived-base-192-220-0073,species-22055,アマミズマルトラカミキリ 基亜種,アマミズマルトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,196,724-725,18518,タブノキ,クスノキ科,exact_derived_base_name,needs_review,2026-07-11,原典画像（PDF p.196、冊子p.724-725）で「タブノキ」欄の「アマミズマルトラカミキリ」を確認したが、寄主索引・種解説とも種レベルの表記である。現行 insects.csv には同種群が3亜種として登録されており、名義亜種IDへ一意に帰属できないため保留。
kamikiri-derived-base-192-220-0078,species-22540,シロスジドウボソカミキリ 基亜種,シロスジドウボソカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,196,724-725,18518,タブノキ,クスノキ科,exact_derived_base_name,include,2026-07-11,原典画像（PDF p.196、冊子p.724-725）で「タブノキ」欄の「シロスジドウボソカミキリ」を確認。寄主索引の学名表記と種解説欄の同種群を照合し、名義亜種の三名法表記、または他亜種の独立見出し・別索引記載により現行の名義亜種IDへ帰属可能。
kamikiri-derived-base-192-220-0080,species-22735,ビロウドカミキリ 基亜種,ビロウドカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,196,724-725,18518,タブノキ,クスノキ科,exact_derived_base_name,include,2026-07-11,原典画像（PDF p.196、冊子p.724-725）で「タブノキ」欄の「ビロウドカミキリ」を確認。寄主索引の学名表記と種解説欄の同種群を照合し、名義亜種の三名法表記、または他亜種の独立見出し・別索引記載により現行の名義亜種IDへ帰属可能。
kamikiri-derived-base-192-220-0079,species-22786,ヒメヒゲナガカミキリ 基亜種,ヒメヒゲナガカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,196,724-725,18518,タブノキ,クスノキ科,exact_derived_base_name,include,2026-07-11,原典画像（PDF p.196、冊子p.724-725）で「タブノキ」欄の「ヒメヒゲナガカミキリ」を確認。寄主索引の学名表記と種解説欄の同種群を照合し、名義亜種の三名法表記、または他亜種の独立見出し・別索引記載により現行の名義亜種IDへ帰属可能。
kamikiri-derived-base-192-220-0077,species-22883,イシガキゴマフカミキリ 基亜種,イシガキゴマフカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,196,724-725,18518,タブノキ,クスノキ科,exact_derived_base_name,exclude_ocr_or_boundary,2026-07-11,原典画像（PDF p.196、冊子p.724-725）で「タブノキ」欄を確認。完全な和名・学名は「イシガキゴマフカミキリ Mesosa yonaguni subkonoi」で、現行ID species-22888に対応する。短い基礎和名の接尾辞部分一致/OCR境界により生じた候補であり、イシガキゴマフカミキリ 基亜種には帰属しない。
kamikiri-derived-base-192-220-0082,species-22994,リュウキュウルリボシカミキリ 基亜種,リュウキュウルリボシカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,196,724-725,18518,タブノキ,クスノキ科,exact_derived_base_name,include,2026-07-11,原典画像（PDF p.196、冊子p.724-725）で「タブノキ」欄の「リュウキュウルリボシカミキリ」を確認。寄主索引の学名表記と種解説欄の同種群を照合し、名義亜種の三名法表記、または他亜種の独立見出し・別索引記載により現行の名義亜種IDへ帰属可能。
kamikiri-derived-base-192-220-0081,species-23007,シラホシカミキリ 基亜種,シラホシカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,196,724-725,18518,タブノキ,クスノキ科,exact_derived_base_name,include,2026-07-11,原典画像（PDF p.196、冊子p.724-725）で「タブノキ」欄の「シラホシカミキリ」を確認。寄主索引の学名表記と種解説欄の同種群を照合し、名義亜種の三名法表記、または他亜種の独立見出し・別索引記載により現行の名義亜種IDへ帰属可能。
kamikiri-derived-base-192-220-0083,species-21921,アメイロカミキリ 基亜種,アメイロカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,197,726-727,18604,アブラチャン,クスノキ科,exact_derived_base_name,include,2026-07-11,原典画像（PDF p.197、冊子p.726-727）で「アブラチャン」欄の「アメイロカミキリ」を確認。寄主索引の学名表記と種解説欄の同種群を照合し、名義亜種の三名法表記、または他亜種の独立見出し・別索引記載により現行の名義亜種IDへ帰属可能。
kamikiri-derived-base-192-220-0084,species-22856,ヤハズカミキリ 基亜種,ヤハズカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,197,726-727,18604,アブラチャン,クスノキ科,exact_derived_base_name,include,2026-07-11,原典画像（PDF p.197、冊子p.726-727）で「アブラチャン」欄の「ヤハズカミキリ」を確認。寄主索引の学名表記と種解説欄の同種群を照合し、名義亜種の三名法表記、または他亜種の独立見出し・別索引記載により現行の名義亜種IDへ帰属可能。
kamikiri-host-index-192-220-0014,species-22311,アオバホソハナカミキリ 本土亜種,ホンドアオバホソハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,197,726-727,18621,シロモジ,クスノキ科,exact_alternative_name,include,2026-07-11,原典画像（PDF p.197、冊子p.726-727）で「シロモジ」欄の「ホンドアオバホソハナカミキリ」を確認。
kamikiri-derived-base-192-220-0085,species-22843,セミスジコブヒゲカミキリ 基亜種,セミスジコブヒゲカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,197,726-727,18621,シロモジ,クスノキ科,exact_derived_base_name,include,2026-07-11,原典画像（PDF p.197、冊子p.726-727）で「シロモジ」欄の「セミスジコブヒゲカミキリ」を確認。寄主索引の学名表記と種解説欄の同種群を照合し、名義亜種の三名法表記、または他亜種の独立見出し・別索引記載により現行の名義亜種IDへ帰属可能。
kamikiri-derived-base-192-220-0086,species-23049,ヒゲナガヒメルリカミキリ 基亜種,ヒゲナガヒメルリカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,197,726-727,18621,シロモジ,クスノキ科,exact_derived_base_name,include,2026-07-11,原典画像（PDF p.197、冊子p.726-727）で「シロモジ」欄の「ヒゲナガヒメルリカミキリ」を確認。寄主索引の学名表記と種解説欄の同種群を照合し、名義亜種の三名法表記、または他亜種の独立見出し・別索引記載により現行の名義亜種IDへ帰属可能。
kamikiri-host-index-192-220-0015,8,ベーツヒラタカミキリ,ベーツヒラタカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,197,726-727,18646,クスノキ類,クスノキ科,exact_japanese_name,include,2026-07-11,原典画像（PDF p.197、冊子p.726-727）で「クスノキ類」欄の「ベーツヒラタカミキリ」を確認。
kamikiri-derived-base-192-220-0087,species-22988,ハンノアオカミキリ 基亜種,ハンノアオカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,197,726-727,18659,フサザクラ,フサザクラ科,exact_derived_base_name,include,2026-07-11,原典画像（PDF p.197、冊子p.726-727）で「フサザクラ」欄の「ハンノアオカミキリ」を確認。寄主索引の学名表記と種解説欄の同種群を照合し、名義亜種の三名法表記、または他亜種の独立見出し・別索引記載により現行の名義亜種IDへ帰属可能。
kamikiri-derived-base-192-220-0088,species-23007,シラホシカミキリ 基亜種,シラホシカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,197,726-727,18659,フサザクラ,フサザクラ科,exact_derived_base_name,include,2026-07-11,原典画像（PDF p.197、冊子p.726-727）で「フサザクラ」欄の「シラホシカミキリ」を確認。寄主索引の学名表記と種解説欄の同種群を照合し、名義亜種の三名法表記、または他亜種の独立見出し・別索引記載により現行の名義亜種IDへ帰属可能。
kamikiri-host-index-192-220-0016,species-21976,キスジトラカミキリ,キスジトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,197,726-727,18663,カツラ,カツラ科,exact_japanese_name,include,2026-07-11,原典画像（PDF p.197、冊子p.726-727）で「カツラ」欄の「キスジトラカミキリ」を確認。
kamikiri-derived-base-192-220-0089,species-22251,ヨツスジハナカミキリ 基亜種,ヨツスジハナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,197,726-727,18663,カツラ,カツラ科,exact_derived_base_name,include,2026-07-11,原典画像（PDF p.197、冊子p.726-727）で「カツラ」欄の「ヨツスジハナカミキリ」を確認。寄主索引の学名表記と種解説欄の同種群を照合し、名義亜種の三名法表記、または他亜種の独立見出し・別索引記載により現行の名義亜種IDへ帰属可能。
kamikiri-host-index-192-220-0017,species-22642,シロオビチビカミキリ 基亜種,シロオビチビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,197,726-727,18663,カツラ,カツラ科,reviewed_source_crosswalk,include,2026-07-11,原典画像（PDF p.197、冊子p.726-727）で「カツラ」欄の「シロオビチビカミキリ」を確認。
kamikiri-derived-base-192-220-0091,species-22988,ハンノアオカミキリ 基亜種,ハンノアオカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,197,726-727,18663,カツラ,カツラ科,exact_derived_base_name,include,2026-07-11,原典画像（PDF p.197、冊子p.726-727）で「カツラ」欄の「ハンノアオカミキリ」を確認。寄主索引の学名表記と種解説欄の同種群を照合し、名義亜種の三名法表記、または他亜種の独立見出し・別索引記載により現行の名義亜種IDへ帰属可能。
kamikiri-derived-base-192-220-0090,species-22991,シナカミキリ 基亜種,シナカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,197,726-727,18663,カツラ,カツラ科,exact_derived_base_name,include,2026-07-11,原典画像（PDF p.197、冊子p.726-727）で「カツラ」欄の「シナカミキリ」を確認。寄主索引の学名表記と種解説欄の同種群を照合し、名義亜種の三名法表記、または他亜種の独立見出し・別索引記載により現行の名義亜種IDへ帰属可能。
kamikiri-derived-base-192-220-0092,species-22584,イシガキトガリバサビカミキリ 基亜種,イシガキトガリバサビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,197,726-727,18675,ボタンヅル,キンポウゲ科,exact_derived_base_name,needs_review,2026-07-11,原典画像（PDF p.197、冊子p.726-727）で「ボタンヅル」欄の「イシガキトガリバサビカミキリ」を確認したが、寄主索引・種解説とも種レベルの表記である。現行 insects.csv には同種群が2亜種として登録されており、名義亜種IDへ一意に帰属できないため保留。 科名を「キンボウゲ科」から「キンポウゲ科」へ現行体系で正規化。
kamikiri-derived-base-192-220-0093,species-22584,イシガキトガリバサビカミキリ 基亜種,イシガキトガリバサビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,197,726-727,18679,ヤエヤマセンニンソウ,キンボウゲ科,exact_derived_base_name,needs_review,2026-07-11,原典画像（PDF p.197、冊子p.726-727）で「ヤエヤマセンニンソウ」欄の「イシガキトガリバサビカミキリ」を確認したが、寄主索引・種解説とも種レベルの表記である。現行 insects.csv には同種群が2亜種として登録されており、名義亜種IDへ一意に帰属できないため保留。
kamikiri-derived-base-192-220-0094,species-22947,ナカジロサビカミキリ 基亜種,ナカジロサビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,197,726-727,18683,サンテン,メギ科,exact_derived_base_name,include,2026-07-11,原典画像（PDF p.197、冊子p.726-727）で「サンテン」欄の「ナカジロサビカミキリ」を確認。寄主索引の学名表記と種解説欄の同種群を照合し、名義亜種の三名法表記、または他亜種の独立見出し・別索引記載により現行の名義亜種IDへ帰属可能。
kamikiri-host-index-192-220-0018,species-22915,アトモンマルケシカミキリ,アトモンマルケシカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,197,726-727,18686,アケビ,アケビ科,exact_japanese_name,include,2026-07-11,原典画像（PDF p.197、冊子p.726-727）で「アケビ」欄の「アトモンマルケシカミキリ」を確認。
kamikiri-derived-base-192-220-0095,species-22963,トガリシロオビサビカミキリ 基亜種,トガリシロオビサビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,197,726-727,18690,ミツバアケビ,アケビ科,exact_derived_base_name,include,2026-07-11,原典画像（PDF p.197、冊子p.726-727）で「ミツバアケビ」欄の「トガリシロオビサビカミキリ」を確認。寄主索引の学名表記と種解説欄の同種群を照合し、名義亜種の三名法表記、または他亜種の独立見出し・別索引記載により現行の名義亜種IDへ帰属可能。
kamikiri-host-index-192-220-0019,species-22746,センノカミキリ 基亜種,センノキカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,198,728-729,18704,ボタン,ボタン科,exact_alternative_name,include,2026-07-11,原典画像（PDF p.198、冊子p.728-729）で「ボタン」欄の「センノキカミキリ」を確認。
kamikiri-host-index-192-220-0021,species-21892,シロオビチビヒラタカミキリ,シロオビチビヒラタカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,198,728-729,18708,サルナシ,マタタビ科,exact_japanese_name,exclude_ocr_or_boundary,2026-07-11,原典画像（PDF p.198、冊子p.728-729）で「サルナシ」欄の「シロオビチビヒラタカミキリ」を確認。OCR境界誤認の植物名「ボタン」を原典見出しどおり訂正。訂正後の寄主ペアは既存CSVに収録済みのため重複追加しない。
kamikiri-host-index-192-220-0020,species-21894,アカネカミキリ,アカネカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,198,728-729,18708,サルナシ,マタタビ科,exact_japanese_name,exclude_ocr_or_boundary,2026-07-11,原典画像（PDF p.198、冊子p.728-729）で「サルナシ」欄の「アカネカミキリ」を確認。OCR境界誤認の植物名「ボタン」を原典見出しどおり訂正。訂正後の寄主ペアは既存CSVに収録済みのため重複追加しない。
kamikiri-host-index-192-220-0022,species-21948,アカネトラカミキリ,アカネトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,198,728-729,18708,サルナシ,マタタビ科,exact_japanese_name,exclude_ocr_or_boundary,2026-07-11,原典画像（PDF p.198、冊子p.728-729）で「サルナシ」欄の「アカネトラカミキリ」を確認。OCR境界誤認の植物名「ボタン」を原典見出しどおり訂正。訂正後の寄主ペアは既存CSVに収録済みのため重複追加しない。
kamikiri-host-index-192-220-0024,species-22537,ハスオビヒゲナガカミキリ,ハスオビヒゲナガカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,198,728-729,18708,サルナシ,マタタビ科,exact_japanese_name,exclude_ocr_or_boundary,2026-07-11,原典画像（PDF p.198、冊子p.728-729）で「サルナシ」欄の「ハスオビヒゲナガカミキリ」を確認。OCR境界誤認の植物名「ボタン」を原典見出しどおり訂正。訂正後の寄主ペアは既存CSVに収録済みのため重複追加しない。
kamikiri-host-index-192-220-0023,species-22641,ヒトオビチビカミキリ,ヒトオビチビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,198,728-729,18708,サルナシ,マタタビ科,reviewed_source_crosswalk,exclude_ocr_or_boundary,2026-07-11,原典画像（PDF p.198、冊子p.728-729）で「サルナシ」欄の「ヒトオビチビカミキリ」を確認。OCR境界誤認の植物名「ボタン」を原典見出しどおり訂正。訂正後の寄主ペアは既存CSVに収録済みのため重複追加しない。
kamikiri-host-index-192-220-0025,species-22681,カッコウカミキリ,カッコウカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,198,728-729,18708,サルナシ,マタタビ科,exact_japanese_name,exclude_ocr_or_boundary,2026-07-11,原典画像（PDF p.198、冊子p.728-729）で「サルナシ」欄の「カッコウカミキリ」を確認。OCR境界誤認の植物名「ボタン」を原典見出しどおり訂正。訂正後の寄主ペアは既存CSVに収録済みのため重複追加しない。
kamikiri-derived-base-192-220-0096,species-22963,トガリシロオビサビカミキリ 基亜種,トガリシロオビサビカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,198,728-729,18708,サルナシ,マタタビ科,exact_derived_base_name,include,2026-07-11,原典画像（PDF p.198、冊子p.728-729）で「サルナシ」欄の「トガリシロオビサビカミキリ」を確認。寄主索引の学名表記と種解説欄の同種群を照合し、名義亜種の三名法表記、または他亜種の独立見出し・別索引記載により現行の名義亜種IDへ帰属可能。 段組み境界（前見出し「ボタン」から次見出し「サルナシ」）を画像で補正。
kamikiri-host-index-192-220-0026,species-23066,ムネモンヤツボシカミキリ,ムネモンヤツボシカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,198,728-729,18708,サルナシ,マタタビ科,exact_japanese_name,exclude_ocr_or_boundary,2026-07-11,原典画像（PDF p.198、冊子p.728-729）で「サルナシ」欄の「ムネモンヤツボシカミキリ」を確認。OCR境界誤認の植物名「ボタン」を原典見出しどおり訂正。訂正後の寄主ペアは既存CSVに収録済みのため重複追加しない。
kamikiri-derived-base-192-220-0100,7-1,コゲチャヒラタカミキリ 基亜種,コゲチャヒラタカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,198,728-729,18725,ヤブツバキ,ツバキ科,exact_derived_base_name,needs_review,2026-07-11,原典画像（PDF p.198、冊子p.728-729）で「ヤブツバキ」欄の「コゲチャヒラタカミキリ」を確認したが、寄主索引・種解説とも種レベルの表記である。現行 insects.csv には同種群が3亜種として登録されており、名義亜種IDへ一意に帰属できないため保留。
kamikiri-derived-base-192-220-0099,species-21998,ヨツスジトラカミキリ 基亜種,ヨツスジトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,198,728-729,18725,ヤブツバキ,ツバキ科,exact_derived_base_name,needs_review,2026-07-11,原典画像（PDF p.198、冊子p.728-729）で「ヤブツバキ」欄の「ヨツスジトラカミキリ」を確認したが、寄主索引・種解説とも種レベルの表記である。現行 insects.csv には同種群が3亜種として登録されており、名義亜種IDへ一意に帰属できないため保留。
kamikiri-derived-base-192-220-0098,species-22008,キュウシュウチビトラカミキリ 基亜種,キュウシュウチビトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,198,728-729,18725,ヤブツバキ,ツバキ科,exact_derived_base_name,include,2026-07-11,原典画像（PDF p.198、冊子p.728-729）で「ヤブツバキ」欄の「キュウシュウチビトラカミキリ」を確認。寄主索引の学名表記と種解説欄の同種群を照合し、名義亜種の三名法表記、または他亜種の独立見出し・別索引記載により現行の名義亜種IDへ帰属可能。
kamikiri-derived-base-192-220-0097,species-22047,ムネマダラトラカミキリ 基亜種,ムネマダラトラカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,198,728-729,18725,ヤブツバキ,ツバキ科,exact_derived_base_name,include,2026-07-11,原典画像（PDF p.198、冊子p.728-729）で「ヤブツバキ」欄の「ムネマダラトラカミキリ」を確認。寄主索引の学名表記と種解説欄の同種群を照合し、名義亜種の三名法表記、または他亜種の独立見出し・別索引記載により現行の名義亜種IDへ帰属可能。
kamikiri-derived-base-192-220-0101,7-1,コゲチャヒラタカミキリ 基亜種,コゲチャヒラタカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,198,728-729,18747,ツバキ,ツバキ科,exact_derived_base_name,needs_review,2026-07-11,原典画像（PDF p.198、冊子p.728-729）で「ツバキ」欄の「コゲチャヒラタカミキリ」を確認したが、寄主索引・種解説とも種レベルの表記である。現行 insects.csv には同種群が3亜種として登録されており、名義亜種IDへ一意に帰属できないため保留。
kamikiri-derived-base-192-220-0102,7-1,コゲチャヒラタカミキリ 基亜種,コゲチャヒラタカミキリ,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,198,728-729,18749,リンゴツパキ,ツバキ科,exact_derived_base_name,needs_review,2026-07-11,原典画像（PDF p.198、冊子p.728-729）で「リンゴツパキ」欄の「コゲチャヒラタカミキリ」を確認したが、寄主索引・種解説とも種レベルの表記である。現行 insects.csv には同種群が3亜種として登録されており、名義亜種IDへ一意に帰属できないため保留。
