"account_audit_id","source","pdf_file","source_pdf_sha256","pdf_page","printed_page","ocr_line_start","ocr_line_end","heading_raw","heading_japanese","heading_scientific_raw","host_field_status","host_candidates","emergence_candidates","ecology_candidate_count","boundary_flags","possible_ids","coverage_class","review_state","decision","target_insect_ids","related_action_ids","reviewed_on","review_note"
"KUA-ACCOUNT-142","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","99","530-531","8978","8987","ヤエヤマカノコサビカミキリ Apomecyna semikistrio KUSAMAet TAKAKUWA, 1984","ヤエヤマカノコサビカミキリ","Apomecyna semikistrio","candidate_present","オキナワスズメウリ（ウリ科;オキナワスズメウリ属）","3〜9月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-143","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","100","532-533","9009","9025","オキナワヨスジシラホシサビカミキリ Apomecynu histrio okinamana MAKIHARA, 1992","オキナワヨスジシラホシサビカミキリ","Apomecynu histrio okinamana","candidate_present","オキナワスズメウリ（ウリ科;オキナワスズメウリ属）","5〜8月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-144","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","101","534-535","9137","9145","ハチジョウハネナシチビカミキリ Neosybra haachijuersis （HAYASHI, 1961）","ハチジョウハネナシチビカミキリ","Neosybra haachijuersis","candidate_present","木知","","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-145","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","101","534-535","9158","9181","メシマトカラハネナシチビカミキリ Neosybru tokaruenasis depressa （MAKIHARA, 1980）","メシマトカラハネナシチビカミキリ","Neosybru tokaruenasis depressa","source_states_unknown","未知","6〜7月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-146","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","102","536-537","9237","9244","タイワンチビカミキリ Sybra （Sybra） paseuei LAMEHRF,1893","タイワンチビカミキリ","Sybra （Sybra） paseuei","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-147","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","103","538-539","9270","9275","タイワンチビカミキリ Spbra （Sybra） pasenei taiwanella GRESSIT'T， 1951","タイワンチビカミキリ","Spbra （Sybra） pasenei taiwanella","candidate_present","木知","4〜10月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-148","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","103","538-539","9276","9286","ヤンバルアトモンチビカミキリ Swbra （Sybra） macalicleais MATSUSHITA, 1931","ヤンバルアトモンチビカミキリ","Swbra （Sybra） macalicleais","candidate_present","トキワガキ","5〜8月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-149","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","106","544-545","9555","9564","ヤクウスフタモンサビカミキリ Ropica japonica japinica HAYASHI, 1972","ヤクウスフタモンサビカミキリ","Ropica japonica japinica","candidate_present","アコウ;ガジュマル;アカメガシワ","5〜8月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-150","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","106","544-545","9565","9576","トカラウスフタモンサビカミキリ Ropica japanica tokarand TAKAKUWA, 1984","トカラウスフタモンサビカミキリ","Ropica japanica tokarand","candidate_present","アコウ;ガジュマル;アカメガシワ","5〜8月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-151","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","107","546-547","9652","9685","ハヤシサビカミキリ Ropica lowhouana hayashi BREUNING， 1958","ハヤシサビカミキリ","Ropica lowhouana hayashi","candidate_present","各種以機;ヤマグワ","3〜10月;5〜8月","0","multiple_emergence_fields;multiple_host_fields;unparsed_species_like_heading_inside_block","","not_visually_verified","inventory_screened_only","hold_boundary_ambiguous","","","2026-07-11","抽出境界フラグがあるため、原PDFで前後見出しを再確認するまで反映しない。"
"KUA-ACCOUNT-152","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","108","548-549","9737","9753","ミチノクケマダラカミキリ Asapanthia daurica sakal HAYASHI， 1982","ミチノクケマダラカミキリ","Asapanthia daurica sakal","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-153","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","109","550-551","9837","9843","カスリドウボンカミキリ Pothyne wariegata THOMSON","カスリドウボンカミキリ","Pothyne wariegata","","","","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-154","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","109","550-551","9856","9862","エラブカスリドウボンカミキリ Pothyne pariesata okinoerabud TAKAKUWAet KUSAMA,1979","エラブカスリドウボンカミキリ","Pothyne pariesata okinoerabud","source_states_unknown","未知","","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-155","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","109","550-551","9873","9880","ヤエヤマカスリドウボンカミキリ Pothyne variegata yaeyanana BRBUNING Et OHBAYASHI,1966","ヤエヤマカスリドウボンカミキリ","Pothyne variegata yaeyanana","candidate_present","テリハノブドウ;シマサルナシ;クサギ;ジャケツイバラ","4〜8H","0","","","duplicate_existing","original_pdf_visually_verified","verified_existing_complete","species-22552","","2026-07-11","原PDFで4寄主と4〜8月を確認し、すべて既存だったため追加なし。"
"KUA-ACCOUNT-156","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","109","550-551","9881","9887","シロスジドウボンカミキリ Pothyne antala BREUNING","シロスジドウボンカミキリ","Pothyne antala","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-157","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","109","550-551","9899","9906","エラブシロスジドウボソカミキリ Puthyue cnnau nobuoi BRECNING et OHBAYASHI,1964","エラブシロスジドウボソカミキリ","Puthyue cnnau nobuoi","candidate_present","木知","3〜9月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-158","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","110","552-553","9907","9915","イシガキシロスジドウボンカミキリ Pothyne annulta ishigakiana TAKAKUWA el KUSAMA, 1979","イシガキシロスジドウボンカミキリ","Pothyne annulta ishigakiana","candidate_present","テリハノブドウ","3〜11月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-159","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","110","552-553","9916","9925","ヨナグニシロスジドウボソカミキリ Potlyne anulata yonagunicasis HAYASHI， 1976","ヨナグニシロスジドウボソカミキリ","Potlyne anulata yonagunicasis","candidate_present","テリハノブドウ;［分布】沖縄諸島;先島諸島（池間島;宮古島;与那国島）・","3〜12月","0","suspicious_plant_candidate","","not_visually_verified","inventory_screened_only","hold_boundary_ambiguous","","","2026-07-11","抽出境界フラグがあるため、原PDFで前後見出しを再確認するまで反映しない。"
"KUA-ACCOUNT-160","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","110","552-553","9935","9940","タテスジドウボソカミキリ Pothyne formosand SCHWARZER","タテスジドウボソカミキリ","Pothyne formosand","","","","2","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-161","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","110","552-553","9941","9950","タテスジドウボソカミキリ Poskyne formosand liturate MAESUSHITA,1933","タテスジドウボソカミキリ","Poskyne formosand liturate","candidate_present","木知","5〜7月1","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-162","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","110","552-553","9958","9972","ハテルマタテスジドウボンカミキリ Pothyne formsana haterumaeasis TAKAKIWA, 1984","ハテルマタテスジドウボンカミキリ","Pothyne formsana haterumaeasis","source_states_unknown","未知","6月","0","unparsed_species_like_heading_inside_block","","not_visually_verified","inventory_screened_only","hold_boundary_ambiguous","","","2026-07-11","抽出境界フラグがあるため、原PDFで前後見出しを再確認するまで反映しない。"
"KUA-ACCOUNT-163","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","111","554-555","10000","10012","ミヤマドウボンカミキリ Pseudocalanobius montanus HAYASHI, 1951","ミヤマドウボンカミキリ","Pseudocalanobius montanus","candidate_present","コマガタケスグリ;ツルウメモドキ","5〜7月","0","","","included_action","original_pdf_visually_verified","include_safe_actions","species-22554","KUA-060;KUA-061;KUA-062","2026-07-11","原PDFでコマガタケスグリ・ツルウメモドキ、5〜7月、山地性を確認。欠落分だけ追加。"
"KUA-ACCOUNT-164","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","111","554-555","10076","10085","ツシマニイジマチビカミキリ Egesine （Nitimaia） bifasciand isushimde BRELNINGet OHBAYASHI,1964","ツシマニイジマチビカミキリ","Egesine （Nitimaia） bifasciand isushimde","source_states_unknown","未知","5〜7月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-165","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","113","558-559","10261","10270","メシマトガリシロオビサビカミキリ Pterolophid （Perolaphia） caudaid curtipenais MAKIHARA, 1980","メシマトガリシロオビサビカミキリ","Pterolophid （Perolaphia） caudaid curtipenais","candidate_present","フジ","7月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-166","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","114","560-561","10348","10356","ツシマナカジロサビカミキリ Prerolophia （Ale） ingost carinissimad TAKAKLWA, 19$4","ツシマナカジロサビカミキリ","Prerolophia （Ale） ingost carinissimad","candidate_present","木知","4〜10月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-167","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","114","560-561","10357","10366","コブバネサビカミキリ Plerolonhid （Ale） sibbosipennis Pie","コブバネサビカミキリ","Plerolonhid （Ale） sibbosipennis","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-168","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","115","562-563","10367","10379","コブバネサビカミキリ Ferolophia （Ale） gibbosipernis suberistipennis BREUNING et OHBAYASHL, 1964","コブバネサビカミキリ","Ferolophia （Ale） gibbosipernis suberistipennis","candidate_present","シイ類;イスノキ","4〜10月","0","","","included_action","original_pdf_visually_verified","include_safe_actions","species-22946","KUA-066;KUA-067","2026-07-11","原PDFのsubcristipennis欄を現行species-22946へ学名三名法で一意に対応。シイ類と4〜10月を追加。"
"KUA-ACCOUNT-169","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","115","562-563","10386","10401","イリオモテコブパネサビカミキリ Prerolnphia （Ale） gibbesipennis iriomotei BREUNING Ct OHIBAYASHL,1966","イリオモテコブパネサビカミキリ","Prerolnphia （Ale） gibbesipennis iriomotei","candidate_present","シイ類;ホリバタブ","4〜10月","0","","","included_action","original_pdf_visually_verified","include_safe_actions","species-22944","KUA-063;KUA-064;KUA-065","2026-07-11","原PDFのiriomotei欄を現行species-22944へ一意に対応。シイ類・ホソバタブ・4〜10月を追加。"
"KUA-ACCOUNT-170","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","119","570-571","10783","10799","ヤクシマコブやハズカミキリ Hayashieekthistalus inexpectus （HAYASHI, 1959）","ヤクシマコブやハズカミキリ","Hayashieekthistalus inexpectus","candidate_present","やマグルマ;ミヤマシキミ","5〜7月","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-171","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","120","572-573","10833","10842","セダカコブやハズカミキリ Parechhistatus gihher gibber （BATES， 1873）","セダカコブやハズカミキリ","Parechhistatus gihher gibber","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-172","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","120","572-573","10843","10854","ダイセンセダカコブヤハズカミキリ Parechthistaties gibber daisen MIYAKE et Tsunl， 1980","ダイセンセダカコブヤハズカミキリ","Parechthistaties gibber daisen","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-173","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","120","572-573","10855","10867","トクサカミセダカコブヤハズカミキリ Parecktinistatus gibber tanakai MIYAKR, 1980","トクサカミセダカコブヤハズカミキリ","Parecktinistatus gibber tanakai","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-174","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","120","572-573","10868","10878","ナンキセダカコブヤハズカミキリ Parechhistates gihher nankiensis YOKOYAMA, 1964","ナンキセダカコブヤハズカミキリ","Parechhistates gihher nankiensis","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-175","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","120","572-573","10888","10896","ツルギセダカコブやハズカミキリ Parechthistatus gibber pseadogrossus MMrYAKE, 1980","ツルギセダカコブやハズカミキリ","Parechthistatus gibber pseadogrossus","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-176","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","120","572-573","10897","10901","ツシマセダカコブヤハズカミキリ Parechthastatus gibber tsushinGnus OHIAYASHI， 1961","ツシマセダカコブヤハズカミキリ","Parechthastatus gibber tsushinGnus","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-177","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","120","572-573","10902","10913","フクチセダカコブヤハズカミキリ Parechthistatus gibber iongicornis HAYASHI, 1951","フクチセダカコブヤハズカミキリ","Parechthistatus gibber iongicornis","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-178","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","120","572-573","10914","10938","ソボセダカコブヤハズカミキリ Parechhistalus gihber grOSsas （BATES， 1884）","ソボセダカコブヤハズカミキリ","Parechhistalus gihber grOSsas","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-179","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","121","574-575","10963","10972","サドコブヤハズカミキリ Mesechthistatus bintodosus insularis HAYASHIL,1955","サドコブヤハズカミキリ","Mesechthistatus bintodosus insularis","","","","0","","","included_action","original_pdf_visually_verified","include_safe_actions","species-22799","KUA-068","2026-07-11","原PDFの直前の種共通欄で各種広葉樹を確認し、現行佐渡島亜種へ共有。亜種欄固有情報との境界は分離。"
"KUA-ACCOUNT-180","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","121","574-575","10999","11008","チュウブマヤサンコブヤハズカミキリ Mesechthistatus furutferus meridionalis （HAYASHI， 1951）","チュウブマヤサンコブヤハズカミキリ","Mesechthistatus furutferus meridionalis","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-181","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","121","574-575","11009","11031","タニグチコブやハズカミキリ Mesechthistetus raniguchii （SEKI, 1944）","タニグチコブやハズカミキリ","Mesechthistetus raniguchii","candidate_present","モミ;ツガ;ヒノキ;トチノキ;ブナ;ナラ類;各種の針葉樹;広葉","6〜9月","1","","","included_action","original_pdf_visually_verified","include_safe_actions","species-22803","KUA-069;KUA-070;KUA-071;KUA-072","2026-07-11","見出しはp575、本文・寄主欄はp576へ継続。原PDF両頁で境界を確認し、欠落2寄主と客観的生態を追加。雑種推測は除外。"
"KUA-ACCOUNT-182","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","125","582-583","11300","11306","シコクヒメヒゲナガカミキリ Momochamaes （Monochamus） sudfasciatus shihokersis BREUNING,1956","シコクヒメヒゲナガカミキリ","Momochamaes （Monochamus） sudfasciatus shihokersis","","","5〜9月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-183","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","125","582-583","11307","11314","サツマヒメヒゲナガカミキリ Morochanus （Monochamus） suhfasciatus meridianus HAYASHI, 1955","サツマヒメヒゲナガカミキリ","Morochanus （Monochamus） suhfasciatus meridianus","","","4〜10月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-184","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","125","582-583","11315","11324","クマゲヒメヒゲナガカミキリ Momochamus （Monechamus） suhfasciatus kumageinsularis HAYASHI, 1962","クマゲヒメヒゲナガカミキリ","Momochamus （Monechamus） suhfasciatus kumageinsularis","","","4〜10月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-185","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","126","584-585","11423","11446","トクノシマゴマダラカミキリ Anoplophora oshinana tokuneshimana SAMUELSON,1965","トクノシマゴマダラカミキリ","Anoplophora oshinana tokuneshimana","candidate_present","イスノキ","5〜8月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-186","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","127","586-587","11522","11532","クロセンノキカミキリ Acalolepta lexuriosa kuro MAKIHARA, 1977","クロセンノキカミキリ","Acalolepta lexuriosa kuro","candidate_present","ハリギリ","5〜8月","0","","","included_action","original_pdf_visually_verified","correct_existing_boundary_contamination","species-22748","kamikiri-h3-005","2026-07-11","原PDFの寄主はハリギリのみ。既存のリュウキュウハリギリ・タラノキは後続アマミ亜種からの境界混入で、分布拡大推測文も公開対象外。"
"KUA-ACCOUNT-187","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","127","586-587","11562","11565","キンケビロウドカミキリ Acalelepte permatans （PASCOE, 1857）","キンケビロウドカミキリ","Acalelepte permatans","","","","0","","","no_actionable_host_or_ecology","inventory_screened_only","no_publishable_host_or_ecology_candidate","","","2026-07-11","今回の抽出候補には公開可能な寄主・生態情報がなく、追加対象外。"
"KUA-ACCOUNT-188","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","127","586-587","11566","11583","キンケビロウドカミキリ Acalolepta peruters paucipunctatu （GRESSITY， 1938）","キンケビロウドカミキリ","Acalolepta peruters paucipunctatu","candidate_present","フカノキ;オキナワトベラ","5〜8月","1","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
"KUA-ACCOUNT-189","日本産カミキリムシ","日本産カミキリムシ_compressed.pdf","52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77","128","588-589","11665","11676","ヤクシマビロウドカミキリ Acallepic fraudatrir yakashimana YOKOYAMA,1971","ヤクシマビロウドカミキリ","Acallepic fraudatrir yakashimana","source_states_unknown","未知","5〜10月","0","","","not_visually_verified","inventory_screened_only","hold_original_pdf_and_taxon_review","","","2026-07-11","候補情報はあるが、原PDFの見出し境界と現行分類への対応を未確定のため反映しない。"
