audit_id,insect_id,current_japanese_name,source_japanese_name,canonical_reference,pdf_file,source_pdf_sha256,ocr_sha256,pdf_page,printed_page,emergence,host_plants,ecology,source_taxon,legacy_japanese_name,legacy_scientific_name,legacy_route_name,decision,reviewed_on,review_note,merge_into_insect_id
kamikiri-official-duplicate-22194,species-22194,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Grammoptera chalybeella Bates, 1884",,"Grammoptera chalybeella Bates, 1884","Grammoptera chalybeella Bates, 1884",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22193の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22193
kamikiri-official-duplicate-22204,species-22204,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Anoploderomorpha excavata (Bates, 1884)",,"Anoploderomorpha excavata (Bates, 1884)","Anoploderomorpha excavata (Bates, 1884)",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22203の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22203
kamikiri-official-duplicate-22206,species-22206,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Anoploderomorpha monticola Nakane, 1955",,"Anoploderomorpha monticola Nakane, 1955","Anoploderomorpha monticola Nakane, 1955",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22205の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22205
kamikiri-official-duplicate-22235,species-22235,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Parastrangalis hosohana (Ohbayashi, 1952)",,"Parastrangalis hosohana (Ohbayashi, 1952)","Parastrangalis hosohana (Ohbayashi, 1952)",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22234の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22234
kamikiri-official-duplicate-22262,species-22262,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Leptura regalis (Bates, 1884)",,"Leptura regalis (Bates, 1884)","Leptura regalis (Bates, 1884)",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22261の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22261
kamikiri-official-duplicate-22277,species-22277,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Judolia cometes (Bates, 1884)",,"Judolia cometes (Bates, 1884)","Judolia cometes (Bates, 1884)",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22276の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22276
kamikiri-official-duplicate-22292,species-22292,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Mimostrangalia dulcis (Bates, 1884)",,"Mimostrangalia dulcis (Bates, 1884)","Mimostrangalia dulcis (Bates, 1884)",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22291の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22291
kamikiri-official-duplicate-22294,species-22294,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Mimostrangalia kurosonensis (Ohbayashi, 1936)",,"Mimostrangalia kurosonensis (Ohbayashi, 1936)","Mimostrangalia kurosonensis (Ohbayashi, 1936)",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22293の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22293
kamikiri-official-duplicate-22300,species-22300,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Corymbia succedanea (Lewis, 1879)",,"Corymbia succedanea (Lewis, 1879)","Corymbia succedanea (Lewis, 1879)",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22299の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22299
kamikiri-official-duplicate-22303,species-22303,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Brachyleptura pyrrha (Bates, 1884)",,"Brachyleptura pyrrha (Bates, 1884)","Brachyleptura pyrrha (Bates, 1884)",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22302の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22302
kamikiri-official-duplicate-22330,species-22330,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Pidonia (Cryptopidonia) amentata amentata (Bates, 1884)",,"Pidonia (Cryptopidonia) amentata amentata (Bates, 1884)","Pidonia (Cryptopidonia) amentata amentata (Bates, 1884)",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22329の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22329
kamikiri-official-duplicate-22335,species-22335,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Pidonia (Cryptopidonia) approximata Kuboki, 1977",,"Pidonia (Cryptopidonia) approximata Kuboki, 1977","Pidonia (Cryptopidonia) approximata Kuboki, 1977",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22334の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22334
kamikiri-official-duplicate-22337,species-22337,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Pidonia (Cryptopidonia) hamadryas Kuboki, 1977",,"Pidonia (Cryptopidonia) hamadryas Kuboki, 1977","Pidonia (Cryptopidonia) hamadryas Kuboki, 1977",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22336の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22336
kamikiri-official-duplicate-22342,species-22342,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Pidonia (Cryptopidonia) hylophila affinis Kuboki, 1982",,"Pidonia (Cryptopidonia) hylophila affinis Kuboki, 1982","Pidonia (Cryptopidonia) hylophila affinis Kuboki, 1982",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22341の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22341
kamikiri-official-duplicate-22347,species-22347,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Pidonia (Cryptopidonia) kurosawai Ohbayashi & Hayashi, 1960",,"Pidonia (Cryptopidonia) kurosawai Ohbayashi & Hayashi, 1960","Pidonia (Cryptopidonia) kurosawai Ohbayashi & Hayashi, 1960",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22346の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22346
kamikiri-official-duplicate-22349,species-22349,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Pidonia (Cryptopidonia) lyra Kuboki & Suzuki, 1978",,"Pidonia (Cryptopidonia) lyra Kuboki & Suzuki, 1978","Pidonia (Cryptopidonia) lyra Kuboki & Suzuki, 1978",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22348の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22348
kamikiri-official-duplicate-22353,species-22353,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Pidonia (Cryptopidonia) miwai (Matsushita, 1933)",,"Pidonia (Cryptopidonia) miwai (Matsushita, 1933)","Pidonia (Cryptopidonia) miwai (Matsushita, 1933)",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22352の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22352
kamikiri-official-duplicate-22362,species-22362,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Pidonia (Omphalodera) puziloi (Solsky, 1873)",,"Pidonia (Omphalodera) puziloi (Solsky, 1873)",フタオビチビハナカミキリ,merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22361の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22361
kamikiri-official-duplicate-22369,species-22369,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Pidonia (Paleopidonia) chujoi Ohbayashi & Hayashi, 1960",,"Pidonia (Paleopidonia) chujoi Ohbayashi & Hayashi, 1960","Pidonia (Paleopidonia) chujoi Ohbayashi & Hayashi, 1960",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22368の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22368
kamikiri-official-duplicate-22371,species-22371,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Pidonia (Paleopidonia) fujisana Obika & Kusama, 1971",,"Pidonia (Paleopidonia) fujisana Obika & Kusama, 1971","Pidonia (Paleopidonia) fujisana Obika & Kusama, 1971",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22370の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22370
kamikiri-official-duplicate-22373,species-22373,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Pidonia (Paleopidonia) oyamae (Oyama, 1908)",,"Pidonia (Paleopidonia) oyamae (Oyama, 1908)","Pidonia (Paleopidonia) oyamae (Oyama, 1908)",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22372の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22372
kamikiri-official-duplicate-22379,species-22379,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Pidonia (Pseudopidonia) gibbicollis (Blessig, 1873)",,"Pidonia (Pseudopidonia) gibbicollis (Blessig, 1873)","Pidonia (Pseudopidonia) gibbicollis (Blessig, 1873)",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22378の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22378
kamikiri-official-duplicate-22381,species-22381,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Pidonia (Pseudopidonia) grallatrix (Bates, 1884)",,"Pidonia (Pseudopidonia) grallatrix (Bates, 1884)","Pidonia (Pseudopidonia) grallatrix (Bates, 1884)",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22380の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22380
kamikiri-official-duplicate-22385,species-22385,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Pidonia (Pseudopidonia) kyushuensis Yamawaki, 1959",,"Pidonia (Pseudopidonia) kyushuensis Yamawaki, 1959","Pidonia (Pseudopidonia) kyushuensis Yamawaki, 1959",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22384の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22384
kamikiri-official-duplicate-22387,species-22387,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Pidonia (Pseudopidonia) leucanthophila Kuboki, 1978",,"Pidonia (Pseudopidonia) leucanthophila Kuboki, 1978","Pidonia (Pseudopidonia) leucanthophila Kuboki, 1978",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22386の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22386
kamikiri-official-duplicate-22389,species-22389,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Pidonia (Pseudopidonia) limbaticollis limbaticollis (Pic, 1902)",,"Pidonia (Pseudopidonia) limbaticollis limbaticollis (Pic, 1902)","Pidonia (Pseudopidonia) limbaticollis limbaticollis (Pic, 1902)",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22388の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22388
kamikiri-official-duplicate-22403,species-22403,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Pidonia (Pseudopidonia) michinokuensis Hayashi, 1981",,"Pidonia (Pseudopidonia) michinokuensis Hayashi, 1981","Pidonia (Pseudopidonia) michinokuensis Hayashi, 1981",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22402の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22402
kamikiri-official-duplicate-22409,species-22409,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Pidonia (Pseudopidonia) neglecta neglecta Kuboki, 1982",,"Pidonia (Pseudopidonia) neglecta neglecta Kuboki, 1982","Pidonia (Pseudopidonia) neglecta neglecta Kuboki, 1982",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22408の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22408
kamikiri-official-duplicate-22412,species-22412,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Pidonia (Pseudopidonia) obscurior obscurior Pic, 1901",,"Pidonia (Pseudopidonia) obscurior obscurior Pic, 1901","Pidonia (Pseudopidonia) obscurior obscurior Pic, 1901",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22411の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22411
kamikiri-official-duplicate-22419,species-22419,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Pidonia (Pseudopidonia) pallida K. Ohbayashi & Hayashi, 1960",,"Pidonia (Pseudopidonia) pallida K. Ohbayashi & Hayashi, 1960","Pidonia (Pseudopidonia) pallida K. Ohbayashi & Hayashi, 1960",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22418の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22418
kamikiri-official-duplicate-22421,species-22421,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Pidonia (Pseudopidonia) semiobscura Pic, 1901",,"Pidonia (Pseudopidonia) semiobscura Pic, 1901","Pidonia (Pseudopidonia) semiobscura Pic, 1901",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22420の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22420
kamikiri-official-duplicate-22426,species-22426,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Pidonia (Pseudopidonia) signata Matsushita, 1933",,"Pidonia (Pseudopidonia) signata Matsushita, 1933","Pidonia (Pseudopidonia) signata Matsushita, 1933",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22425の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22425
kamikiri-official-duplicate-22430,species-22430,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Pidonia (Pseudopidonia) suzukii Kuboki, 1982",,"Pidonia (Pseudopidonia) suzukii Kuboki, 1982","Pidonia (Pseudopidonia) suzukii Kuboki, 1982",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22429の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22429
kamikiri-official-duplicate-22432,species-22432,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Pidonia (Pseudopidonia) sylvicola Kuboki, 1977",,"Pidonia (Pseudopidonia) sylvicola Kuboki, 1977","Pidonia (Pseudopidonia) sylvicola Kuboki, 1977",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22431の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22431
kamikiri-official-duplicate-22435,species-22435,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Pidonia (Pseudopidonia) tsukamotoi Mizuno, 1978",,"Pidonia (Pseudopidonia) tsukamotoi Mizuno, 1978","Pidonia (Pseudopidonia) tsukamotoi Mizuno, 1978",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22434の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22434
kamikiri-official-duplicate-22505,species-22505,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Rhopaloscelis sapporensis Matsushita, 1933",,"Rhopaloscelis sapporensis Matsushita, 1933","Rhopaloscelis sapporensis Matsushita, 1933",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22504の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22504
kamikiri-official-duplicate-22508,species-22508,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Eryssamena amanoi Hayashi, 1961",,"Eryssamena amanoi Hayashi, 1961","Eryssamena amanoi Hayashi, 1961",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22507の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22507
kamikiri-official-duplicate-22513,species-22513,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Eryssamena insularis Hayashi, 1962",,"Eryssamena insularis Hayashi, 1962","Eryssamena insularis Hayashi, 1962",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22512の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22512
kamikiri-official-duplicate-22528,species-22528,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Acanthoderes clavipes (Schrank, 1781)",,"Acanthoderes clavipes (Schrank, 1781)","Acanthoderes clavipes (Schrank, 1781)",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22527の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22527
kamikiri-official-duplicate-22593,species-22593,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Palausybra hachijoensis tokaraensis Makihara, 1977",,"Palausybra hachijoensis tokaraensis Makihara, 1977","Palausybra hachijoensis tokaraensis Makihara, 1977",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22592の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22592
kamikiri-official-duplicate-22649,species-22649,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Astathes episcopalis Chevrolat, 1852",,"Astathes episcopalis Chevrolat, 1852","Astathes episcopalis Chevrolat, 1852",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22648の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22648
kamikiri-official-duplicate-22683,species-22683,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Doius divaricata divaricata (Bates, 1884)",,"Doius divaricata divaricata (Bates, 1884)","Doius divaricata divaricata (Bates, 1884)",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22682の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22682
kamikiri-official-duplicate-22690,species-22690,,,日本産カミキリムシ,日本産カミキリムシ_compressed.pdf,52299895c14c1fd1c74279dca00f6fd9ba64d36d69e3bf3dd9c3a29a92802e77,efb17b5912fbb2c144dab4d99924dbc341e8f64054be7909dd7818cad155bef2,,,,,,"Doius fuscoplagiata (Breuning, 1939)",,"Doius fuscoplagiata (Breuning, 1939)","Doius fuscoplagiata (Breuning, 1939)",merge_duplicate_taxon,2026-07-11,公式2026目録の同一レコードで正本species-22689の旧組合せとして確認した。重複側の食草・生態レコードは0件。詳細は公式目録重複監査表に保持する。,species-22689
