audit_id,source,source_pdf_file,source_pdf_sha256,plant_name,field,before,intermediate_after,after,pdf_page,printed_page,corrected_plant_name,corrected_scientific_name,page_reference_action,decision,verification_method,similar_taxa,distinguishing_features,reviewed_on,review_note
wildplants-profile-integrity-residual-v1-0029,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,クロツグ,distribution,サトウヤシA.pinnata （Wurmb） Mer. 200 ヤシ科はマレーシアからインドにかけて分布し、日本では温室で観質用に栽培される,,吐噶喇列島以南の琉球に分布する,101,200,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。隣接するサトウヤシ本文と頁見出しの混入を除去。
wildplants-profile-integrity-residual-v1-0030,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,クロツグ,habitat,吐噶喇列島以南の琉球に自生し、熱帯および亜熱帯の低地の林内に生える,,熱帯・亜熱帯の低地の林内に生える,101,200,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。対象種欄の分布と生育環境を分離。
wildplants-profile-integrity-residual-v1-0031,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ホソイ,habitat,北地の価地湿地、亜高山帯以上の湿地に生育する多年草,,,110,218,,,merge,delete,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。現値は次種エゾホソイの生育環境で、ホソイ本文にはないため削除。
wildplants-profile-integrity-residual-v1-0032,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,イトヒキスゲ,distribution,北海道・本州（長野県霧ヶ絲）の深山林中にまれに自生し、朝鮮半品・中国（東北）・ウスリー・サハリンにも分布する,,北海道・本州（長野県霧ヶ峰）、朝鮮半島・中国（東北）・ウスリー・サハリンに分布する,117,232,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。「霧ヶ峰」「朝鮮半島」の誤読を修正し、生育環境を分離。
wildplants-profile-integrity-residual-v1-0033,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,イトヒキスゲ,habitat,北海道・本州（長野県霧ヶ絲）の深山林中にまれに自生,,北海道・本州（長野県霧ヶ峰）の深山林中にまれに自生する,117,232,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。対象種欄の分布と生育環境を分離。
wildplants-profile-integrity-residual-v1-0034,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ナキリスゲ,habitat,平地の陳林に多く生える多年草,,平地の疎林に多く生える多年草,118,235,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。「疎林」の誤読を修正。
wildplants-profile-integrity-residual-v1-0035,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,サドスゲ,distribution,北海道・本州中北部および伯者大山、千島列島・サハリンに分布する,,北海道・本州中北部および伯耆大山、千島列島・サハリンに分布する,119,236,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。「伯耆大山」の誤読を修正。
wildplants-profile-integrity-residual-v1-0036,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,カブスゲ,distribution,,,北海道・ユーラシアの亜寒帯に分布する,119,237,,,merge,add,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。対象種欄の分布と生育環境を分離。
wildplants-profile-integrity-residual-v1-0037,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,カブスゲ,habitat,北海道の高層湿原に生え、ユーラシアの亜寒帯に広く分布する種類で、大株をつくり、毎枝はない,,北海道の高層湿原に生え、大株をつくり、匐枝はない,119,237,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。「匐枝」の誤読を修正し、国外分布を分離。
wildplants-profile-integrity-residual-v1-0038,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,コカンスゲ,habitat,本州 ～九州の丘険地の林中に生える,,本州～九州の丘陵地の林中に生える,120,238,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。「丘陵地」の誤読を修正。
wildplants-profile-integrity-residual-v1-0039,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ホウザンスゲ,distribution,八重山諸島（石垣島）の椡林内に生え、国外では台湾からインドシナに分布,,八重山諸島（石垣島）・台湾・インドシナに分布する,120,239,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。「樹林」の誤読を修正し、生育環境を分離。
wildplants-profile-integrity-residual-v1-0040,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ホウザンスゲ,habitat,八重山諸島（石垣島）の椡林内に生え,,八重山諸島（石垣島）の樹林内に生える,120,239,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。対象種欄の分布と生育環境を分離。
wildplants-profile-integrity-residual-v1-0041,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ヌカスゲ,distribution,雄小穂が短く、雌麟片に長い芒があるものをノゲヌカスゲvar. aristata Ohwiといい、本州（宮城県以南）～九州、朝鮮半島・中国・台湾に分布する,,本州（福島県以南）～九州、朝鮮半島・中国に分布する,123,244,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。現値は別変種ノゲヌカスゲの記述。基準変種ヌカスゲの分布へ置換。
wildplants-profile-integrity-residual-v1-0042,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ヌカスゲ,habitat,朝鮮半島・中国に生える,,,123,244,,,merge,delete,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。現値は分布断片で、生育環境ではないため削除。
wildplants-profile-integrity-residual-v1-0043,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,タカネシバスゲ,distribution,,,本州（白馬岳・早池峰山）・北海道（夕張岳）、千島列島・サハリン・朝鮮半島北部・中国東北部に分布する,125,248,,,merge,add,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。山名の誤読を修正し、生育環境を分離。
wildplants-profile-integrity-residual-v1-0044,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,タカネシバスゲ,habitat,本州（白馬店・早池峰山）・北海道（夕張缶） の高山帯の草地にまれに生え、国外では千島列島・サハリン・朝鮮半島北部・中国東北部に分布する,,本州（白馬岳・早池峰山）・北海道（夕張岳）の高山帯の草地にまれに生える,125,248,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。山名の誤読を修正し、国外分布を分離。
wildplants-profile-integrity-residual-v1-0045,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ムセンスゲ,habitat,猿払、羅臼湖）の湿原にまれに生える,,北海道（大雪山・猿払・羅臼湖）の湿原にまれに生える,127,253,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。文頭の欠落を原PDFから復元。
wildplants-profile-integrity-residual-v1-0046,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,タチヒメクグ,habitat,湖沼や河川などの減水裸地に生える一年章,,湖沼や河川などの減水裸地に生える一年草,130,259,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。「一年草」の誤読を修正。
wildplants-profile-integrity-residual-v1-0047,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ハリイ,habitat,湿地や水田跡地などにふつうに生える一年草で、制技はない,,湿地や水田跡地などにふつうに生える一年草で、匐枝はない,133,264,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。「匐枝」の誤読を修正。
wildplants-profile-integrity-residual-v1-0048,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ビャッコイ,distribution,福島県白河市表郷金山の海水地に生え、インドネシア・ニューギニア・オーストラリア・ニュージーランドに分布する,,福島県白河市表郷金山の湧水地に生え、インドネシア・ニューギニア・オーストラリア・ニュージーランドに分布する,135,269,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。「湧水地」の誤読を修正。
wildplants-profile-integrity-residual-v1-0049,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,イヌノハナヒゲ,habitat,湿地に生える多年草で、生し、毎枝はない,,湿地に生える多年草で、叢生し、匐枝はない,136,271,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。「叢生」「匐枝」の誤読と欠落を修正。
wildplants-profile-integrity-residual-v1-0050,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,イガクサ,habitat,日当りのよい低湿地に生える一年草または短命な多年章,,日当りのよい低湿地に生える一年草または短命な多年草,136,271,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。「多年草」の誤読を修正。
wildplants-profile-integrity-residual-v1-0051,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ミネハリイ,distribution,本州（八甲田山）・北海道の山地の湿原に生え、朝鮮半島・千島列島から北半球の北部全殿に広く分布する,,本州（八甲田山）・北海道の山地の湿原に生え、朝鮮半島・千島列島から北半球北部全般に広く分布する,139,277,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。「全般」の誤読を修正。
wildplants-profile-integrity-residual-v1-0052,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,コシンジュガヤ,habitat,湿地に生える一年草で殺生する,,湿地に生える一年草で叢生する,139,276,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。「叢生」の誤読を修正。
wildplants-profile-integrity-residual-v1-0053,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,マダケ,distribution,日本と中国に十数種が分布するが、中国産の種類は日本産のものとは采統を異にすることがわかっている,,本州・四国・九州の各地で栽培される,145,288,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。属総説の系統説明混入を除き、対象種欄へ置換。
wildplants-profile-integrity-residual-v1-0054,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,マコモ,distribution,北海道～九州の沼地、講中に生え、シベリア東部・中国・インドシナに分布,,北海道～九州、シベリア東部・中国・インドシナに分布する,147,293,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。「湖中」の誤読を修正し、生育環境を分離。
wildplants-profile-integrity-residual-v1-0055,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,マコモ,habitat,北海道～九州の沼地、講中に生え,,北海道～九州の沼地・湖中に生える,147,293,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。「湖中」の誤読を修正し、国外分布を分離。
wildplants-profile-integrity-residual-v1-0056,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,コウボウ,distribution,南千島・北海道～九州の日当りのよい砂賞草原に生え、東アジア・シベリアに分布,,南千島・北海道～九州、東アジア・シベリアに分布する,149,297,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。「砂質草原」の誤読を修正し、生育環境を分離。
wildplants-profile-integrity-residual-v1-0057,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,コウボウ,habitat,南千島・北海道～九州の日当りのよい砂賞草原に生え,,南千島・北海道～九州の日当りのよい砂質草原に生える,149,297,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。「砂質草原」の誤読を修正し、国外分布を分離。
wildplants-profile-integrity-residual-v1-0058,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,コメススキ,distribution,,,南千島・北海道・本州（中部以北および大峰山・伯耆大山）・四国・九州、北半球北部・南アメリカ・アフリカの高山に分布する,150,298,,,merge,add,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。「伯耆大山」の誤読を修正し、生育環境を分離。
wildplants-profile-integrity-residual-v1-0059,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,コメススキ,habitat,南千島・北海道・本州（中部以北および大峰山・伯者大山）・四国・九州の高山に生え、北半球の北地,,南千島・北海道・本州（中部以北および大峰山・伯耆大山）・四国・九州の高山に生える,150,298,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。「伯耆大山」の誤読を修正し、国外分布を分離。
wildplants-profile-integrity-residual-v1-0060,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ミズタカモジグサ,habitat,本州～九州の田植え前の水田などに生え、薬梢の外緑はまったく無毛,,本州～九州の田植え前の水田などに生え、葉鞘の外縁はまったく無毛,153,304,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。「葉鞘」「外縁」の誤読を修正。
wildplants-profile-integrity-residual-v1-0061,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ムギクサ,habitat,花序の中軸に軟毛が生える.…・・・・••••••••••・・・• ....・1.アズマガヤ A.包額はないか、短針形,,北海道～琉球の荒れ地・草地などに生える,154,307,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。検索表・別属見出しの混入を除き、対象種欄へ置換。
wildplants-profile-integrity-residual-v1-0062,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,タカネコメススキ,habitat,葉身や基部の葉鞘、花序の枝に救毛が生え、薬身は長さ5-10cm,,北海道大雪山の高山帯に生える,159,316,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。形態説明が生育環境欄へ混入していたため、対象種欄の生育地へ置換。
wildplants-profile-integrity-residual-v1-0063,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,カゼクサ,distribution,本州～九州の提防、路傍などにふつうに生え、朝鮮半島・中国・ヒマラヤに分布,,本州～九州、朝鮮半島・中国・ヒマラヤに分布する,161,320,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。「堤防」の誤読を修正し、生育環境を分離。
wildplants-profile-integrity-residual-v1-0064,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,カゼクサ,habitat,多くは群生する、高さ30-80cmの多年草,,本州～九州の堤防・路傍などにふつうに生える,161,320,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。対象種欄の分布と生育環境を分離。
wildplants-profile-integrity-residual-v1-0065,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,オガルカヤ,distribution,中国南部・台湾・インドシナには小憩の少し小さい基準変種シマオガルガヤvar.torilisが分布、南西諸島にはその中間型がある,,本州～琉球・小笠原に分布する,166,330,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。基準変種の説明だけが残った現値を対象種の国内分布へ置換。
wildplants-profile-integrity-residual-v1-0066,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,トキワススキ,distribution,本州（関東南部以画）～琉球、台湾・中国南部・太平洋諸島に分布,,本州（関東南部以西）～琉球、台湾・中国南部・太平洋諸島に分布する,170,338,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。「以西」の誤読を修正。
wildplants-profile-integrity-residual-v1-0067,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,トキワススキ,habitat,暖地に生えて、7月に出憩する,,暖地に生え、7月に出穂する,170,338,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。「出穂」の誤読を修正。
wildplants-profile-integrity-residual-v1-0068,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ミチノクエンゴサク,distribution,本州中北部（日本海側・長野県・岐阜県）と隠岐（品後）に分布,,本州中北部（日本海側・長野県・岐阜県）と隠岐（島後）に分布する,176,351,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。「島後」の誤読を修正。
wildplants-profile-integrity-residual-v1-0069,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ツクシキケマン,habitat,崖下や科面基部に生える無毛でやや大型の越年草,,海岸や低地の草地・荒地・崖下・斜面基部に生える無毛でやや大型の越年草,177,352,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。「斜面」の誤読を修正し、欠けた生育環境を復元。
wildplants-profile-integrity-residual-v1-0070,日本の野生植物 第1巻,日本の野生植物 1- ソテツ科～コミカンソウ科.pdf,bcdcd5ac593747d6d58321d4a696ec96fb963233541af2a4666c4a1fbd1d4fb1,ミヤコジマツヅラフジ,distribution,本州（近畿地方南部・中国地方西部）～琉球、台湾（開願）に分布,,本州（近畿地方南部・中国地方西部）～琉球、台湾（蘭嶼）に分布する,179,356,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。「蘭嶼」の誤読を修正。
wildplants-profile-integrity-residual-v2-0001,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ヒメアカバナ,distribution,南千島・北海道・本州（伯者大山が浦限）に分布し、千島列島・カムチャツカ半島にもある,,南千島・北海道・本州（伯耆大山が南限）に分布し、千島列島・カムチャツカ半島にもある,44,87,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。伯者を伯耆、浦限を南限に修正。
wildplants-profile-integrity-residual-v2-0002,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ギシギシ,distribution,小笠原や琉球を含む日本全士、朝鮮半島・中国中南部・千島列島中部・サハリンに分布する,,小笠原や琉球を含む日本全土、朝鮮半島・中国中南部・千島列島中部・サハリンに分布する,89,177,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。全士を全土に修正。
wildplants-profile-integrity-residual-v2-0003,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,スベリヒユ,distribution,世界中の温帯～熱帯に広く分布し、日本全士に分布する,,世界中の温帯～熱帯に広く分布し、日本全土に分布する,107,212,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。全士を全土に修正。
wildplants-profile-integrity-residual-v2-0004,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ツガザクラ,distribution,本州の東北地方中部から伯者大山までと四因に分布する,,本州の東北地方中部から伯耆大山までと四国に分布する,133,265,,,merge,replace,original_pdf_full_field_visual_review,ナガバツガザクラ,ツガザクラは葉4～7mm、萼片1.5～2mmで卵形～広披針形。ナガバツガザクラは葉6～12mmで細長く萼片約3mmで狭卵形。,2026-07-12,対象種欄全体を原PDF画像で目視確認。伯者を伯耆、四因を四国に修正。 再照合: 対象種欄全体を原PDF画像で目視確認。対象種本文の字面と具体的識別形質を再確認。
wildplants-profile-integrity-residual-v2-0005,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,シラタマノキ,distribution,南千島・北海道・本州（伯者大山および中部以北）、千島列島・アリューシャン列島・サハリンに分布する,,南千島・北海道・本州（伯耆大山および中部以北）、千島列島・アリューシャン列島・サハリンに分布する,140,278,,,merge,replace,original_pdf_full_field_visual_review,アカモノ、ハリガネカズラ,シラタマノキは2～6花の総状花序、白いつぼ形花、葯背面に4刺状突起、果実白色。アカモノとハリガネカズラは葉腋に1花の鐘形花で、アカモノは赤みを帯びた白花と赤い果実、ハリガネカズラは白花と細く地をはう茎をもつ。,2026-07-12,対象種欄全体を原PDF画像で目視確認。伯者を伯耆に修正。 再照合: 対象種欄全体を原PDF画像で目視確認。対象種本文と検索表の具体的識別形質を再確認。
wildplants-profile-integrity-residual-v2-0006,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,エゾムグラ,distribution,北海道（東部）、朝鮮半鳥北部・中国（東北）・ウスリーに分布する,,北海道（東部）、朝鮮半島北部・中国（東北）・ウスリーに分布する,147,293,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。半鳥を半島に修正。
wildplants-profile-integrity-residual-v2-0007,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ヘラオオバコ,distribution,ヨーロッパ原産で、帰化植物として世界に広く伝播し、日本全士に分布している,,ヨーロッパ原産で、帰化植物として世界に広く伝播し、日本全土に分布している,188,374,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。全士を全土に修正。
wildplants-profile-integrity-residual-v2-0008,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,イヌノフグリ,habitat,街路間の下、畑の睡道、草地などに生える越年草,道ばたの石垣の隙間、街路樹の下、畑の畦道、草地などに生える越年草,道ばたの石垣の隙間・街路樹の下・畑の畦道・草地などに生える,190,378,,,merge,replace,original_pdf_full_field_visual_review,,,2026-07-12,対象種欄全体を原PDF画像で目視確認。文頭欠落を補い、街路間を街路樹、睡道を畦道に修正。 再照合: 対象種欄全体を原PDF画像で目視確認。生活形を専用欄へ分離して生育環境を整序。
