account_number,pdf_page,printed_page,side,source_japanese_name,source_scientific_name,current_insect_ids,source_scope,application_targets,excluded_targets,scope_reason,objective_ecology,parasitism_fact,existing_note_ids,decision,evidence_note
204,104,430,left,コケブカアブラムシ,Eutrichosiphum pasaniae (Okajima),species-21193,species_level_unqualified,species-21193,,原典の見出し分類群と現行分類群が一対一に対応し、地域・亜種限定の記述はない。,西日本に広く分布し、初夏にツブラジイ等の新梢小枝へ大きなコロニーをつくる。,枝に寄生し、コロニーは大きい。,,add_verified_fields,原画像 page-104.jpg left の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。
205,104,431,right,シイケクダアブラムシ,Eutrichosiphum sinense Chaudhuri,species-21195,species_level_unqualified,species-21195,,原典の見出し分類群と現行分類群が一対一に対応し、地域・亜種限定の記述はない。,ツブラジイの葉裏に寄生する比較的珍しい種である。,葉裏に寄生する。,,add_verified_fields,原画像 page-104.jpg right の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。
206,105,432,left,クワナケブカアブラムシ,Greenidea kuwanai (Pergande),species-21200,species_level_unqualified,species-21200,,原典の見出し分類群と現行分類群が一対一に対応し、地域・亜種限定の記述はない。,東アジアに多い群の普通種で、日本では広く分布する。原典はニホンケブカアブラムシとの同一性を未解決のまま別種として扱う。,枝に多く集合して寄生し、コロニーはときに大きく発展する。,,add_verified_fields,原画像 page-105.jpg left の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。
207,105,433,right,ニホンケブカアブラムシ,Greenidea nipponica Suenaga,species-21203,species_level_unqualified,species-21203,,原典の見出し分類群と現行分類群が一対一に対応し、地域・亜種限定の記述はない。,クヌギ・ウバメガシに寄生し、特にウバメガシに多い。,新梢の枝に多く、コロニーは大きい。,,add_verified_fields,原画像 page-105.jpg right の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。
208,106,434,left,オカジマケブカアブラムシ,Greenidea okajimai Suenaga,species-21204,species_level_unqualified,species-21204,,原典の見出し分類群と現行分類群が一対一に対応し、地域・亜種限定の記述はない。,ツブラジイだけに寄生し、西日本・九州に広く分布する普通種である。,枝に寄生するが、生長部に集合することが多い。,,add_verified_fields,原画像 page-106.jpg left の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。
209,106,435,right,クロオビケブカアブラムシ,Mollitrichosiphum nigrofasciatum (Maki),species-21209,species_level_unqualified,species-21209,,原典の見出し分類群と現行分類群が一対一に対応し、地域・亜種限定の記述はない。,山地のアラカシ類に寄生する広分布の普通種である。,新梢葉裏に多く寄生し、コロニーは小さい。,,add_verified_fields,原画像 page-106.jpg right の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。
210,107,436,left,ヤブタバココナジラミモドキ,Aleurodaphis blumeae van der Goot,species-23140,species_level_unqualified,species-23140,,原典の見出し分類群と現行分類群が一対一に対応し、地域・亜種限定の記述はない。,ヤブタバコに寄生する広分布の普通種で、有翅形は6月から10月に出現する。,多くは地ぎわの茎にコロニーで寄生する。有翅形は6月から10月に出現する。,,add_verified_fields,原画像 page-107.jpg left の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。
211,107,437,right,,Aleurodaphis sp.,species-23089,source_morphospecies_unresolved,species-23089,,原典の未同定 morphospecies と現行の同名未同定行を一対一に対応付け、他種へは共有しない。,ツリフネソウ・オタカラコウから採集された未同定種で、過去の同定再検討により Aleurodaphis mikaniae とは別とされた。,茎に寄生し、コロニーを形成する。,,add_verified_fields,原画像 page-107.jpg right の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。
212,108,438,left,ミズキヒラタアブラムシ,Anoecia corni (Fabricius),species-23141,species_level_unqualified,species-23141,,原典の見出し分類群と現行分類群が一対一に対応し、地域・亜種限定の記述はない。,冬寄主はミズキ、夏寄主はイネ・キビ・エノコログサ類で、広分布の普通種である。日本では稲の害虫として関東で多く発生する。,ミズキでは葉裏に、イネ科植物では土ぎわの茎、地下根に小さいコロニーで寄生することが多い。,note-1005329|note-1005330,replace_corrupt_notes_with_verified_fields,原画像 page-108.jpg left の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。 既存注記 note-1005329;note-1005330 は原画像と照合して判断した。
213,108,439,right,カンショワタムシ,Ceratovacuna lanigera Zehntner,species-20981,species_level_unqualified,species-20981,,原典の見出し分類群と現行分類群が一対一に対応し、地域・亜種限定の記述はない。,東南アジアに分布するサトウキビ害虫で、単子葉植物群に寄生する単性世代種である。有翅形の出現期間は短い。,葉裏に多く寄生し、コロニーは大きい。,,add_verified_fields,原画像 page-108.jpg right の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。
214,109,440,left,エゴノネコフシアブラムシ,Ceratovacuna nekoashi (Sasaki),species-20982,species_level_unqualified,species-20982,,原典の見出し分類群と現行分類群が一対一に対応し、地域・亜種限定の記述はない。,春から初夏にエゴノキへササ舟状の虫癭をつくり、春の移住虫は夏寄主へ移る。秋に有翅形がエゴノキへ戻る。,エゴノキでは虫癭を形成し、夏寄主植物では葉裏に寄生し、コロニーは小さい。,,add_verified_fields,原画像 page-109.jpg left の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。
215,109,441,right,イスノアキアブラムシ,Nipponaphis autumna Monzen,species-21000|species-23142,species_level_unqualified,species-21000,species-23142,表記属は Nipponaphis だが、現行の Dinipponaphis autumna に対応付け、暫定重複の Nipponaphis autumnalis は除外する。,イスノキ上だけで年4世代を送り、移住しない。卵生雌で越冬して春に産卵し、1か月あまりで孵化した幼虫が幹母へ育つ。2–3世代を虫癭内で過ごした後、産性雌が両性世代を生じる。,一枚の葉に多数の虫癭が形成される。,note-1005331|note-1005332,replace_corrupt_notes_with_verified_fields,原画像 page-109.jpg right の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。 既存注記 note-1005331;note-1005332 は原画像と照合して判断した。
216,110,442,left,シイムネアブラムシ,Nipponaphis cuspidatae Essig et Kuwana,species-23143,species_level_unqualified,species-23143,,原典の見出し分類群と現行分類群が一対一に対応し、地域・亜種限定の記述はない。,ツブラジイとイスノキを利用し、イスノキでは虫癭をつくる。,ツブラジイでは枝に寄生し、イスノキでは虫癭を形成する。,note-1005333|note-1005334,replace_corrupt_notes_with_verified_fields,原画像 page-110.jpg left の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。 既存注記 note-1005333;note-1005334 は原画像と照合して判断した。
217,110,443,right,イスノオオムネアブラムシ,Nipponaphis distychii Pergande,species-21008,species_level_unqualified,species-21008,,原典の見出し分類群と現行分類群が一対一に対応し、地域・亜種限定の記述はない。,イスノキに虫癭をつくり、西日本にも分布する。,虫癭を形成し、その中で生活する。,,add_verified_fields,原画像 page-110.jpg right の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。
218,111,444,left,イスノフシアブラムシ,Nipponaphis distyliicola Monzen,species-21009,species_level_unqualified,species-21009,,原典の見出し分類群と現行分類群が一対一に対応し、地域・亜種限定の記述はない。,カシノキ類上で生長した無翅形は11月末ごろ成虫となり、春の有翅形がイスノキへ移住する。一部は年間を通じカシノキ上で生活する。,カシノキでは小・中枝に多く、コロニーは大きい。,note-1005335|note-1005336,retain_verified_emergence_replace_corrupt_ecology,原画像 page-111.jpg left の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。 既存注記 note-1005335;note-1005336 は原画像と照合して判断した。
219,111,445,right,イスノタマフシアブラムシ,Nipponaphis globuli (Monzen),species-23144,species_level_unqualified,species-23144,,原典の見出し分類群と現行分類群が一対一に対応し、地域・亜種限定の記述はない。,年間を通じイスノキ上で生活し移住しない。9月ごろ孵化した幼虫が幹母へ育つ際に虫癭をつくり、約2週間の虫癭期を経て11月上旬に両性世代を生じる。,両性世代は葉裏に寄生する。,,add_verified_fields,原画像 page-111.jpg right の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。
220,112,446,left,タブノキコムネアブラムシ,Nipponaphis machilicola (Shinji),species-21011,species_level_unqualified,species-21011,,原典の見出し分類群と現行分類群が一対一に対応し、地域・亜種限定の記述はない。,タブノキに寄生する広分布の普通種である。,小枝に寄生し、腹面は樹皮に密着している。コロニーは大きい。,note-1005337,replace_corrupt_notes_with_verified_fields,原画像 page-112.jpg left の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。 既存注記 note-1005337 は原画像と照合して判断した。
221,112,447,right,モンゼンイスアブラムシ,Nipponaphis monzeni Takahashi,species-23145,species_level_unqualified,species-23145,,原典の見出し分類群と現行分類群が一対一に対応し、地域・亜種限定の記述はない。,イスノキに大型虫癭をつくり、11月ごろ有翅形がアラカシ・シイ類へ移住する。翌春にイスノキへ戻り、交尾・産卵後に虫癭を形成する。,アラカシでは小・中枝に群棲して寄生する。,note-1005338|note-1005339,retain_verified_emergence_replace_corrupt_ecology,原画像 page-112.jpg right の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。 既存注記 note-1005338;note-1005339 は原画像と照合して判断した。
222,113,448,left,ヤノイスフシアブラムシ,Nipponaphis yanonis (Matsumura),species-21007,species_level_unqualified,species-21007,,表記名 Nipponaphis yanonis を現行 Neothoracaphis yanonis に対応付けた。,冬寄主はイスノキ、夏寄主はコナラ・ミズナラ類で、イスノキでは虫癭をつくる。西日本では11月中旬にコナラからイスノキへ移住する。,イスノキでは葉に虫癭をつくり、コナラでは葉裏に寄生する。西日本では11月中旬にコナラからイスノキに移住する。,,add_verified_fields,原画像 page-113.jpg left の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。
223,113,449,right,クスマルアブラムシ,Thoracaphis cinnamoniae Shinji ?,species-23146,species_level_identification_qualified,,species-23146,原典は Thoracaphis cinnamoniae に疑問符を付す一方、現行暫定行は T. kashifoliae で同一性を確定できないため適用しない。,原典では同定に疑問符が付き、小枝に群棲すること以外の生活史は示されていない。,小枝に群棲する。,note-1005340,delete_misassigned_note_and_hold,原画像 page-113.jpg right の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。 既存注記 note-1005340 は原画像と照合して判断した。
224,114,450,left,トドワタムシ,Mindarus abietinus japonicus Takahashi,species-23147,subspecies_level_explicit,species-23147,,原典・現行とも japonicus を明示する亜種記述であり、その亜種だけに適用する。,年3世代のみを送り、幹母は4月上旬、産性雌は5月上旬、両性世代は5月下旬ごろ現れる。卵期間が長く、有翅形の成虫期間はおおむね1日である。,新葉に寄生することが多い。,,add_verified_fields,原画像 page-114.jpg left の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。
225,114,451,right,サワグルミミツアブラムシ,Glyphina onigurumi (Shinji),species-23148,species_level_unqualified,species-23148,,原典の見出し分類群と現行分類群が一対一に対応し、地域・亜種限定の記述はない。,サワグルミ・クルミ類に寄生する。,葉裏の主脈に沿って寄生することが多く、葉はわずかに裏面へ巻く。,note-1005343,replace_corrupt_notes_with_verified_fields,原画像 page-114.jpg right の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。 既存注記 note-1005343 は原画像と照合して判断した。
226,115,452,left,クヌギミツアブラムシ,Glyphina onigurumi querciphila Takahashi,species-23148,subspecies_level_explicit,,species-23148,原典は querciphila を亜種として限定するが、現行には同亜種行がなく種レベル Glyphina onigurumi しかないため共有しない。,クヌギ・コナラに寄生し、原典は前項のサワグルミミツアブラムシと同一の可能性を示しつつ、資料不足のため亜種として別記する。,新葉の裏面に寄生する。,note-1005343,hold_no_safe_current_target,原画像 page-115.jpg left の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。
227,115,453,right,ササマルアブラムシ,Glyphinaphis bambusae van der Goot,species-20985,species_level_unqualified,species-20985,,原典の見出し分類群と現行分類群が一対一に対応し、地域・亜種限定の記述はない。,1930年に鹿児島県で採集され、のちに下関市でも採集された、記録の少ない種である。,葉に寄生し、コロニーは小さい。,note-1005344|note-1005345,replace_corrupt_notes_with_verified_fields,原画像 page-115.jpg right の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。 既存注記 note-1005344;note-1005345 は原画像と照合して判断した。
228,116,454,left,カンスゲワタムシ,Colopha kansugei (Uye),species-21041,species_level_unqualified,species-21041,,原典の見出し分類群と現行分類群が一対一に対応し、地域・亜種限定の記述はない。,カヤツリグサ科植物に寄生し、虫体は白色の綿状蝋質物に覆われる。,茎部に密集して寄生する。綿状蝋質物に覆われ、虫体はほとんど見えない。,note-1005346,replace_corrupt_notes_with_verified_fields,原画像 page-116.jpg left の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。 既存注記 note-1005346 は原画像と照合して判断した。
229,116,455,right,ケヤキフシアブラムシ,Colopha moriokaensis (Monzen),species-21059,species_level_unqualified,species-21059,,現行 Paracolopha morrisoni のシノニム欄に Colopha moriokaensis があるため対応付けた。,春から初夏にケヤキ葉表へ長い袋状虫癭をつくり、春の有翅形はクマザサの根へ移る。秋にケヤキへ戻り卵越冬する。,クマザサの根部に寄生する。ケヤキでは虫癭内で生活する。,note-1005347|note-1005348,retain_verified_emergence_replace_corrupt_ecology,原画像 page-116.jpg right の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。 既存注記 note-1005347;note-1005348 は原画像と照合して判断した。
230,117,456,left,ハンショウズルノオオワタムシ,Eriosoma clematis Shinji,species-23149,species_level_unqualified,species-23149,,原典の見出し分類群と現行分類群が一対一に対応し、地域・亜種限定の記述はない。,広分布の普通種で、ボタンヅル類の蔓性茎の葉柄部に群生し、蝋質綿状物に覆われる。,茎に多く、ときに根に寄生する。群棲するが個体数は少ない。,,add_verified_fields,原画像 page-117.jpg left の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。
231,117,457,right,ニレワタムシ,Eriosoma japonica (Matsumura),species-21047,species_level_unqualified,species-21047,,表記 Eriosoma japonica を現行 Eriosoma japonicum に対応付けた。,ハルニレで卵越冬し、春に葉裏へ偽虫癭をつくる。次世代の有翅形は夏寄主へ移住するが夏寄主は不明で、秋にハルニレへ戻る。,葉裏に寄生する。,,add_verified_fields,原画像 page-117.jpg right の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。
232,118,458,left,,Eriosoma sp.,species-23090,source_morphospecies_unresolved,species-23090,,原典の未同定 morphospecies と現行の同名未同定行を一対一に対応付け、他種へは共有しない。,イチゴ苗の細根に寄生して生長を抑制する未同定種で、原典の写真個体は10月中旬の発生である。,地中の根に寄生し、コロニーは小さい。,,add_verified_fields,原画像 page-118.jpg left の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。
233,118,459,right,ハンショウズルコワタムシ,Prociphilus clematicola (Shinji) ?,species-21043,species_level_identification_qualified,species-21043,,疑問符付き同定を保持したまま、現行 Colophina clematicola に対応付ける。,原典は標本不足のため疑問符付きで同定する。蔓茎と葉に寄生し、被寄生葉を不規則に巻縮させる。,蔓茎の先部と葉裏に寄生し、コロニーは小さい。,,add_verified_fields,原画像 page-118.jpg right の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。
234,119,460,left,ヒイラギハマキワタムシ,Prociphilus osmanthae Essig et Kuwana,species-21028,species_level_unqualified,species-21028,,原典の見出し分類群と現行分類群が一対一に対応し、地域・亜種限定の記述はない。,キンモクセイ・ヒイラギの幹や太枝へ寄生する大型種で、冬は卵越し、春の移住先となる夏寄主は不明である。1913年に山口県と東京で確認された。,幹枝に群棲して寄生するが、一群の個体数は少ないことが多い。,,add_verified_fields,原画像 page-119.jpg left の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。
235,119,461,right,ウシコロシハワタムシ,Prociphilus ushikoroshi Shinji,species-21030,species_level_unqualified,species-21030,,原典の見出し分類群と現行分類群が一対一に対応し、地域・亜種限定の記述はない。,春4月中下旬にカマツカの葉縁を裏面へ巻き、孵化幼虫が幹母へ育つ。幹母は有翅胎生雌となる幼虫を産む。,新葉の裏面に寄生する。,,add_verified_fields,原画像 page-119.jpg right の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。
236,120,462,left,ヌルデノオオミミフシアブラムシ,Schlechtendalia chinensis (Bell),species-21038|species-23150,species_level_unqualified,species-21038,species-23150,受容分類群 species-21038 を適用先とし、同一名の暫定重複 species-23150 は除外する。,ヌルデの複葉柄に虫癭をつくり、秋にチョウチンゴケへ移住して越冬する。翌春にヌルデへ戻って両性世代を生じ、その子世代が虫癭を形成する。虫癭からはタンニンが得られる。,ヌルデでは虫癭を形成し、チョウチンゴケでは茎、葉裏に寄生する。,note-1005349|note-1005350,move_verified_emergence_to_accepted_taxon_replace_ecology,原画像 page-120.jpg left の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。 既存注記 note-1005349;note-1005350 は原画像と照合して判断した。
237,120,463,right,パイクヨスジメンチュウ,Tetraneura paiki Hille Ris Lambers,,species_level_unqualified,,,現行昆虫台帳に安全に一致する分類群がなく、原典も分類未解明を明記するため適用を止める。,原典はチカラシバ根上の個体を本種として扱うが、本属の分類は生活史未解明のため不確実とする。,チカラシバでは根に群棲する。コロニーは小さい。,,hold_no_safe_current_target,原画像 page-120.jpg right の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。
238,121,464,left,ニレナガフシヨスジメンチュウ,Tetraneura sorini Hille Ris Lambers,species-21065|species-23151,species_level_unqualified,species-21065,species-23151,受容分類群 species-21065 を適用先とし、同一名の暫定重複 species-23151 は除外する。,初夏にハルニレの葉へ赤みを帯びた不正形の虫癭をつくる。,イネ科植物では根に寄生し、コロニーは小さい。,,add_verified_fields,原画像 page-121.jpg left の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。
239,121,465,right,ニシヤワタアブラムシ,Watabura nishiyae Matsumura,species-23152,species_level_unqualified,species-23152,,原典の見出し分類群と現行分類群が一対一に対応し、地域・亜種限定の記述はない。,春にリンゴ類の新梢葉へ出現し、被寄生葉を全体がねじれた巻葉にする。,春季は葉裏に寄生する。,note-1005351|note-1005352,retain_verified_emergence_replace_corrupt_ecology,原画像 page-121.jpg right の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。 既存注記 note-1005351;note-1005352 は原画像と照合して判断した。
240,122,466,left,クリイガアブラムシ,Moritziella castaneivora Miyazaki,,species_level_unqualified,,,現行昆虫台帳に安全に一致する分類群がないため、本文は採録候補として保持し適用を止める。,受精卵でクリの枝・幹のくぼみに越冬し、春の幼虫は枝で育つ。4月中旬–5月上旬に成虫が産卵を始め、6月から幼果へ群棲、7–8月に増殖して毬皮の開裂・落果を起こす。秋の産性雌が大小の卵を産み、交尾雌は越冬卵1個を産む。胎生雌は生じない。,多くは果実の毬果に寄生する。コロニーは極めて大きい。,,hold_no_safe_current_target,原画像 page-122.jpg left の見出し、本文、末尾「寄生」欄を目視確認。OCRは所在候補にのみ使用。
