audit_id,source,source_pdf_file,source_pdf_sha256,plant_name,corrected_plant_name,scientific_name,corrected_scientific_name,family,corrected_family,family_latin,corrected_family_latin,genus_jp,corrected_genus_jp,genus_scientific,corrected_genus_scientific,pdf_page,printed_page,reviewed_on,review_note
wildplants-name-integrity-0332,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ウラジロウツギ,,Deutzia maximowieziana,Deutzia maximowicziana,,,,,,,,,110,219,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0333,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,コウツギ,,Dentzia floribunda,Deutzia floribunda,,,,,,,,,110,219,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0334,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,マルバウツギ,,Deutzia seabra,Deutzia scabra var. scabra,,,,,,,,,110,218,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0335,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,サカキ,,Cleyera japoniea,Cleyera japonica,,,,,,,,,115,229,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0336,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ヒサカキ,,Eurya japoniea,Eurya japonica,,,,,,,,,116,230,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0337,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ヤエヤマコクタン,,Diospyros egbert-walkeri Kosterm.,Diospyros egbertwalkeri,,,,,,,,,117,233,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0338,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,シシアクチ,,Ardisia quinguegona,Ardisia quinquegona,,,,,,,,,119,237,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0339,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,モクタチバナ,,Ardisia sieboldi,Ardisia sieboldii,,,,,,,,,119,237,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0340,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,シマタイミンタチバナ,,Myrsine maximowiezii,Myrsine maximowiczii,,,,,オカトラノオ属,ツルマンリョウ属,Lysimachia,Myrsine,121,241,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0341,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,サザンカ,,Camellia sasangua,Camellia sasanqua,,,,,ナッツバキ属,ツバキ属,Stewartia,Camellia,124,246,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0342,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ナツツバキ,,Stewarfia pseudoeamellia,Stewartia pseudocamellia,,,,,ヒサカキサザンカ属,ナツツバキ属,Pyrenaria,Stewartia,124,247,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0343,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,シロバイ,,Symploeos laneifolia,Symplocos lancifolia,,,,,,,Syuplocos,Symplocos,126,250,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0344,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ハイノキ,,Symploeos myrtacea,Symplocos myrtacea,,,,,,,Syuplocos,Symplocos,126,250,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0345,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ミミズバイ,,Symploeos glauea,Symplocos glauca,,,,,,,Syuplocos,Symplocos,126,250,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0346,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ホツツジ,,Eliottia panieulata,Elliottia paniculata,,,,,,,Euiottia,Elliottia,133,264,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0347,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ミヤマホツツジ,,Eliottia braeteata,Elliottia bracteata,,,,,,,Euiottia,Elliottia,133,264,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0348,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ウラジロヨウラク,,Rhododendron multillorum,Rhododendron multiflorum var. multiflorum,,,,,ツガザクラ属,ツツジ属,Phyllodoce,Rhododendron,136,271,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0349,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,シロヤシオ,,Rhododendron quinguefolium,Rhododendron quinquefolium,,,,,ツガザクラ属,ツツジ属,Phyllodoce,Rhododendron,136,270,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0350,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ウラシマツツジ,,Aretous alpinus,Arctous alpinus var. japonicus,,,,,,,,,139,277,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0351,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,コメバツガザクラ,,Areterica nana,Arcterica nana,,,,,ウラシマツツジ属,コメバツガザクラ属,Arctous,Arcterica,139,277,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0352,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,サラサドウダン,,Eukianthus campanulatus,Enkianthus campanulatus var. campanulatus,,,,,,,,,139,276,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0353,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ギーマ,,Vaecinium wrightii,Vaccinium wrightii,,,,,,,,,141,281,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0354,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,シャシャンボ,,Vaecinium braeteatum,Vaccinium bracteatum,,,,,,,,,142,282,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0355,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ツルコケモモ,,Vaccinium oxyeoceos,Vaccinium oxycoccos,,,,,,,,,142,283,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0356,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ナツハゼ,,Vaecinitum oldhami,Vaccinium oldhamii,,,,,,,,,142,282,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0357,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,イワヒゲ,,Cassiope lyeopodioides,Cassiope lycopodioides,,,,,,,,,143,284,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0358,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ミサオノキ,,Aidia heuryi,Aidia henryi,,,,,,,,,145,289,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0359,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,オオバルリミノキ,,Lasianthus vertieilatus,Lasianthus verticillatus,,,,,シソノミグサ属,ルリミノキ属,Knoxia,Lasianthus,149,297,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0360,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,マルバルリミノキ,,Lasianthus atteuuatus,Lasianthus attenuatus,,,,,シソノミグサ属,ルリミノキ属,Knoxia,Lasianthus,149,297,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0361,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,コンロンカ,,Mussaenda parvillora,Mussaenda parviflora,,,,,ヤエヤマアオキ属,コンロンカ属,Morinda,Mussaenda,150,299,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0362,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,カギカズラ,,Unearia rlynchophylla,Uncaria rhynchophylla,,,,,,,,,153,305,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0363,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ギョクシンカ,,Taremna kotoensis,Tarenna kotoensis,,,,,,,,,153,304,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0364,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,エゾリンドウ,,Gentiana trilora,Gentiana triflora var. japonica,アカネ科,リンドウ科,RUBIACEAE,GENTIANACEAE,センプリ属,リンドウ属,Swertia,Gentiana,155,309,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0365,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,リンドウ,,,,アカネ科,リンドウ科,RUBIACEAE,GENTIANACEAE,,,,,155,309,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0366,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,イケマ,,Cyuanchum candatum,Cynanchum caudatum var. caudatum,,,,,トウワタ属,イケマ属,Asclepias,Cynanchum,160,318,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0367,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,コイケマ,,Cynanchum wilfordli,Cynanchum wilfordii,,,,,トウワタ属,イケマ属,Asclepias,Cynanchum,160,318,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0368,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,サクララン,,Hoya caruosa,Hoya carnosa,,,,,ホウライアオカズラ属,サクララン属,Gymnema,Hoya,160,319,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0369,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,トウワタ,,Aselepias curassaviea,Asclepias curassavica,,,,,,,,,160,318,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0370,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ホウライカガミ,,Parsousia albofavescens,Parsonsia alboflavescens,,,,,ヤロード属,ホウライカガミ属,Ochrosia,Parsonsia,161,321,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0371,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,オオカモメヅル,,Vincetosieum aristolochioides,Vincetoxicum aristolochioides,,,,,,,,,163,325,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0372,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ナンゴクカモメヅル,,Vincetoxieum austrokiusianum,Vincetoxicum austrokiusianum,,,,,,,,,163,325,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0373,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,コヒルガオ,,,,キョウチクトウ科,ヒルガオ科,APOCYNACEAE,CONVOLVULACEAE,,,,,165,328,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0374,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ネナシカズラ,,Cuscuta japoniea,Cuscuta japonica,キョウチクトウ科,ヒルガオ科,APOCYNACEAE,CONVOLVULACEAE,,,,,165,329,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0375,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ハマヒルガオ,,,,キョウチクトウ科,ヒルガオ科,APOCYNACEAE,CONVOLVULACEAE,,,,,165,328,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0376,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ヒルガオ,,,,キョウチクトウ科,ヒルガオ科,APOCYNACEAE,CONVOLVULACEAE,,,,,165,328,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0377,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,アサガオ,,,,キョウチクトウ科,ヒルガオ科,APOCYNACEAE,CONVOLVULACEAE,,,,,167,333,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0378,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,グンバイヒルガオ,,,,キョウチクトウ科,ヒルガオ科,APOCYNACEAE,CONVOLVULACEAE,,,,,167,332,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0379,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ノアサガオ,,Ipomoea indiea,Ipomoea indica,キョウチクトウ科,ヒルガオ科,APOCYNACEAE,CONVOLVULACEAE,,,,,167,333,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0380,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,クコ,,Lyeium chinense,Lycium chinense,,,,,メジロホオズキ属,クコ属,Lycianthes,Lycium,170,338,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0381,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ハナイバナ,,Bothriospermum zeylanieum,Bothriospermum zeylanicum,,,,,ホタルカズラ属,ハナイバナ属,Aegouychon,Bothriospermum,176,351,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0382,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,オオルリソウ,,Cynoglossum fureatum,Cynoglossum furcatum var. villosulum,,,,,,,,,177,352,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0383,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,シシンラン,,Lysionotus paucillorus,Lysionotus pauciflorus,,,,,ツノギリソウ属,シシンラン属,Hemiboea,Lysionotus,183,365,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0384,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,エゾヒナノウスツボ,,Serophularia alata,Scrophularia alata,,,,,,,Serophularia,Scrophularia,193,384,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0385,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ムラサキシキブ,,Calliearpa japoniea,Callicarpa japonica var. japonica,,,,,,,,,198,394,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0386,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ニガクサ,,Teuerium japonicum,Teucrium japonicum,,,,,,,,,201,400,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0387,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ナミキソウ,,Seutellaria strigillosa,Scutellaria strigillosa,,,,,,,Seutellaria,Scutellaria,202,403,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0388,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,メハジキ,,Leomurus japonieus,Leonurus japonicus,,,,,シキクンソウ属,メハジキ属,Suzukia,Leonurus,206,410,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0389,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,イヌコウジュ,,Mosla seabra,Mosla scabra,,,,,,,,,208,414,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0390,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ミソガワソウ,,Nepeta subsessills,Nepeta subsessilis,,,,,,,,,211,420,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0391,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,クロバナヒキオコシ,,Isodon trichoearpus,Isodon trichocarpus,,,,,,,,,213,424,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
wildplants-name-integrity-0392,日本の野生植物 第2巻,日本の野生植物 2- ミゾハコベ科～スイカズラ科 ―フィールド版―改訂新版.pdf,2d104638c72cbfc58f17ab38223bce3d7798f72abc2d14fa4495a3a7546f3b12,ヤマハッカ,,Isodon infexus,Isodon inflexus,,,,,,,,,213,424,2026-07-12,名称候補を原PDF画像の種・属・科見出しで確認し、OCR誤読だけを原本表記へ訂正。
